"","Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Archipielago","Phylogeny","Data_source_type","imputed","SPID"
"56","Millien and Damuth 2004","ES56","CC20","Mount Fuji (Honshu)","Oki Island","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,45.0000501049885,3.99196176125865,3.54331103188886,13,33,0.233739990008745,0.00115399093533747,133.276,36.259,1.55170100947682,2.38560627359831,1.81292003804503,0.749363330078125,-1.54450118300411,13.2874927520752,2.89339782070591,3.23464380776177,"No","Conspecific","Island rule","No","SP9"
"57","Millien and Damuth 2004","ES57","CC21","Mount Hayachine (Honshu)","Oki Island","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",38.8764868428103,45.0000501049885,4.21161940797112,3.54331103188886,7,33,0.146273986685487,0.00186446646522442,133.276,36.259,1.58968701207425,2.38560627359831,1.81292003804503,0.749363330078125,-1.54450118300411,13.2874927520752,2.89339782070591,3.23464380776177,"No","Conspecific","Island rule","No","SP9"
"58","Millien and Damuth 2004","ES58","CC22","Nikko (Honshu)","Oki Island","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",45.9199195965394,45.0000501049885,2.51124560293575,3.54331103188886,5,33,-0.0202353978494468,0.000786023694887115,133.276,36.259,1.66200111896287,2.38560627359831,1.81292003804503,0.749363330078125,-1.54450118300411,13.2874927520752,2.89339782070591,3.23464380776177,"No","Conspecific","Island rule","No","SP9"
"59","Takada et al. 2006","ES59","CC18","Nagoya","Oshima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Male","Weight",36.2,40,7.438,10.1,90,9,0.0998203352822108,0.00755311402192308,139.4,34.734,1.55870857053317,1.95904139232109,1.36923441660683,0.596099267578125,-1.60206078654564,15.6709413528442,2.81783451408376,3.32045786891665,"No","Conspecific","Island rule","No","SP9"
"60","Millien and Damuth 2004","ES60","CC19","Kisuki-Cho","Rishiri","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,50.6916737343117,4.60610972452921,4.19254444419119,15,25,0.352838057757704,0.00138836072371841,141.2234,45.1929,1.55170100947682,2.26245108973043,1.27877645795564,0.525244921875,-1.94667605284042,4.82317399978638,2.95891306088432,3.06653092690267,"No","Conspecific","Island rule","No","SP9"
"61","Millien and Damuth 2004","ES61","CC20","Mount Fuji (Honshu)","Rishiri","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,50.6916737343117,3.99196176125865,4.19254444419119,13,25,0.352838057757704,0.00123972814345682,141.2234,45.1929,1.55170100947682,2.26245108973043,1.27877645795564,0.525244921875,-1.94667605284042,4.82317399978638,2.95891306088432,3.06653092690267,"No","Conspecific","Island rule","No","SP9"
"62","Millien and Damuth 2004","ES62","CC21","Mount Hayachine (Honshu)","Rishiri","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",38.8764868428103,50.6916737343117,4.21161940797112,4.19254444419119,7,25,0.265372054434446,0.00195020367334376,141.2234,45.1929,1.58968701207425,2.26245108973043,1.27877645795564,0.525244921875,-1.94667605284042,4.82317399978638,2.95891306088432,3.06653092690267,"No","Conspecific","Island rule","No","SP9"
"63","Millien and Damuth 2004","ES63","CC22","Nikko (Honshu)","Rishiri","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",45.9199195965394,50.6916737343117,2.51124560293575,4.19254444419119,5,25,0.0988626698995127,0.000871760903006459,141.2234,45.1929,1.66200111896287,2.26245108973043,1.27877645795564,0.525244921875,-1.94667605284042,4.82317399978638,2.95891306088432,3.06653092690267,"No","Conspecific","Island rule","No","SP9"
"64","Millien and Damuth 2004","ES64","CC19","Kisuki-Cho","Sado","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,46.851214120336,4.60610972452921,3.26868935723274,15,31,0.274053310198694,0.00127176035014754,138.3667,38.0167,1.55170100947682,2.9329808219232,1.49970082589721,0.593525537109375,-1.57536464650505,12.505521774292,2.91892282166791,3.35473252904253,"No","Conspecific","Island rule","No","SP9"
"65","Millien and Damuth 2004","ES65","CC20","Mount Fuji (Honshu)","Sado","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,46.851214120336,3.99196176125865,3.26868935723274,13,31,0.274053310198694,0.00112312776988595,138.3667,38.0167,1.55170100947682,2.9329808219232,1.49970082589721,0.593525537109375,-1.57536464650505,12.505521774292,2.91892282166791,3.35473252904253,"No","Conspecific","Island rule","No","SP9"
"66","Millien and Damuth 2004","ES66","CC21","Mount Hayachine (Honshu)","Sado","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",38.8764868428103,46.851214120336,4.21161940797112,3.26868935723274,7,31,0.186587306875435,0.0018336032997729,138.3667,38.0167,1.58968701207425,2.9329808219232,1.49970082589721,0.593525537109375,-1.57536464650505,12.505521774292,2.91892282166791,3.35473252904253,"No","Conspecific","Island rule","No","SP9"
"67","Millien and Damuth 2004","ES67","CC22","Nikko (Honshu)","Sado","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",45.9199195965394,46.851214120336,2.51124560293575,3.26868935723274,5,31,0.0200779223405019,0.000755160529435593,138.3667,38.0167,1.66200111896287,2.9329808219232,1.49970082589721,0.593525537109375,-1.57536464650505,12.505521774292,2.91892282166791,3.35473252904253,"No","Conspecific","Island rule","No","SP9"
"68","Millien and Damuth 2004","ES68","CC19","Kisuki-Cho","Shikine","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,39.7178428103026,4.60610972452921,2.954219713163,15,10,0.108876914585172,0.00166798525080766,139.21,34.3261,1.55170100947682,0.591064607026499,1.61385238852324,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"No","Conspecific","Island rule","No","SP9"
"69","Millien and Damuth 2004","ES69","CC20","Mount Fuji (Honshu)","Shikine","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,39.7178428103026,3.99196176125865,2.954219713163,13,10,0.108876914585172,0.00151935267054606,139.21,34.3261,1.55170100947682,0.591064607026499,1.61385238852324,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"No","Conspecific","Island rule","No","SP9"
"70","Millien and Damuth 2004","ES70","CC21","Mount Hayachine (Honshu)","Shikine","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",38.8764868428103,39.7178428103026,4.21161940797112,2.954219713163,7,10,0.0214109112619134,0.00222982820043301,139.21,34.3261,1.58968701207425,0.591064607026499,1.61385238852324,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"No","Conspecific","Island rule","No","SP9"
"71","Millien and Damuth 2004","ES71","CC22","Nikko (Honshu)","Shikine","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",45.9199195965394,39.7178428103026,2.51124560293575,2.954219713163,5,10,-0.14509847327302,0.00115138543009571,139.21,34.3261,1.66200111896287,0.591064607026499,1.61385238852324,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"No","Conspecific","Island rule","No","SP9"
"72","Takada et al. 2006","ES72","CC18","Nagoya","Shikine","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Male","Weight",36.2,47.4,7.438,9.7,90,16,0.269563109869305,0.00308646638265587,139.21,34.3261,1.55870857053317,0.591064607026499,1.61385238852324,0.653934423828125,-1.97802925173508,16.8583812713623,2.79101858420132,3.37060560093815,"No","Conspecific","Island rule","No","SP9"
"73","Millien and Damuth 2004","ES73","CC19","Kisuki-Cho","Tanegashima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,49.7141638997394,4.60610972452921,5.27271435300267,15,20,0.333366267218417,0.0016771869598591,131,30.6667,1.55170100947682,2.65896484266443,1.51852710011734,0.73024248046875,-1.96892729020423,18.426025390625,2.79438660103976,3.457730548246,"No","Conspecific","Island rule","No","SP9"
"74","Millien and Damuth 2004","ES74","CC20","Mount Fuji (Honshu)","Tanegashima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,49.7141638997394,3.99196176125865,5.27271435300267,13,20,0.333366267218417,0.00152855437959751,131,30.6667,1.55170100947682,2.65896484266443,1.51852710011734,0.73024248046875,-1.96892729020423,18.426025390625,2.79438660103976,3.457730548246,"No","Conspecific","Island rule","No","SP9"
"75","Millien and Damuth 2004","ES75","CC21","Mount Hayachine (Honshu)","Tanegashima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",38.8764868428103,49.7141638997394,4.21161940797112,5.27271435300267,7,20,0.245900263895158,0.00223902990948446,131,30.6667,1.58968701207425,2.65896484266443,1.51852710011734,0.73024248046875,-1.96892729020423,18.426025390625,2.79438660103976,3.457730548246,"No","Conspecific","Island rule","No","SP9"
"76","Millien and Damuth 2004","ES76","CC22","Nikko (Honshu)","Tanegashima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",45.9199195965394,49.7141638997394,2.51124560293575,5.27271435300267,5,20,0.0793908793602247,0.00116058713914715,131,30.6667,1.66200111896287,2.65896484266443,1.51852710011734,0.73024248046875,-1.96892729020423,18.426025390625,2.79438660103976,3.457730548246,"No","Conspecific","Island rule","No","SP9"
"77","Millien and Damuth 2004","ES77","CC19","Kisuki-Cho","Tsushima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,45.0000501049885,4.60610972452921,3.89764213507775,15,29,0.233739990008745,0.00137343452451471,129.3333,34.4167,1.55170100947682,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"No","Conspecific","Island rule","No","SP9"
"78","Millien and Damuth 2004","ES78","CC20","Mount Fuji (Honshu)","Tsushima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",35.6205818696926,45.0000501049885,3.99196176125865,3.89764213507775,13,29,0.233739990008745,0.00122480194425312,129.3333,34.4167,1.55170100947682,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"No","Conspecific","Island rule","No","SP9"
"79","Millien and Damuth 2004","ES79","CC21","Mount Hayachine (Honshu)","Tsushima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",38.8764868428103,45.0000501049885,4.21161940797112,3.89764213507775,7,29,0.146273986685487,0.00193527747414006,129.3333,34.4167,1.58968701207425,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"No","Conspecific","Island rule","No","SP9"
"80","Millien and Damuth 2004","ES80","CC22","Nikko (Honshu)","Tsushima","Mammals","Rodentia","Muridae","Apodemus speciosus","Apodemus speciosus","Apodemus speciosus","Herb","Unsexed","antero-posterior diameter of the lower incisor",45.9199195965394,45.0000501049885,2.51124560293575,3.89764213507775,5,29,-0.0202353978494468,0.000856834703802759,129.3333,34.4167,1.66200111896287,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"No","Conspecific","Island rule","No","SP9"
"81","Delany and Healey 1967","ES81","CC23","Cap Gris Nez, France","Alderney","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Both","Skull",32.5227828106905,38.8746059080574,1.61684006977004,1.81889081641263,45,45,0.178400379731732,0.000103570404700978,-2.1938,49.719,1.51218769890298,0.903089986991944,1.19315243685208,0.514838427734375,-1.52013632504854,11.3122224807739,2.58035727350658,2.9287542084232,"No","Conspecific","No island rule","Yes","SP10"
"82","Delany 1964","ES82","CC24","Scotland","Barra","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Weight",21.198,27.7,1.05383896570251,1.29604595179155,242,22,0.26752557558823,0.00010972089923648,-7.47,56.9893,1.32629488781849,1.76900787094377,1.88593198728723,0.566316455078125,-1.85828078811178,8.81494808197021,2.49194740778598,3.14798532068381,"No","Conspecific","No island rule","Yes","SP10"
"83","Ursin 1956","ES83","CC25","Jutland","Bjorno","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,22.8461451136907,0.172648070051592,0.671009370067767,113,11,0.0213675787072479,7.89495748784496e-05,10.249,55.062,1.3495331094862,0.301029995663981,1.56821346159708,0.51254208984375,-1.37511863105378,8.5078125,2.77936195782824,2.81700314932384,"No","Conspecific","No island rule","No","SP10"
"84","Ursin 1956","ES84","CC26","Sjaelland","Bornholm","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",21.835905125922,22.8685978931502,0.334867012666021,0.33173665273805,34,16,0.04620905940307,2.00689705181804e-05,14.92,55.143,1.33917119868677,2.76937732607614,1.56821346159708,0.5678259765625,-1.31351126362874,7.86273813247681,2.7963984437115,2.75473046902375,"No","Conspecific","No island rule","No","SP10"
"85","Berry 1967, Delany 1964","ES85","CC27","Scotland","Canna","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Both","Weight",21.198,26.59375,1.05383896570251,1.2442859938793,242,16,0.226769388168584,0.000147036449356396,-6.5644,57.058,1.32629488781849,1.05307844348342,1.55024058653017,0.575528271484375,-1.67775451438656,9.09604167938232,2.51128229135915,3.22442945549865,"No","Conspecific","No island rule","Yes","SP10"
"86","Delany 1964","ES86","CC24","Scotland","Colonsay","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Weight",21.198,25.8,1.05383896570251,1.20714749300441,242,25,0.196467654322509,9.77799231981066e-05,-6.2149,56.0722,1.32629488781849,1.61002102466415,1.48856481674174,0.5949970703125,-1.83164071235203,9.52157592773438,2.53314493236159,3.19326377300135,"No","Conspecific","No island rule","Yes","SP10"
"87","Ursin 1956","ES87","CC25","Jutland","Drejo","Mammals","Rodentia","Muridae","Apodemus sylvaticus","Apodemus sylvaticus","Apodemus sylvaticus","Herb","Unsexed","Length",22.3631568313797,20.2263067239761,0.172648070051592,0.534464832221428,113,15,-0.100430750203667,4.70768194728521e-05,10.416,54.966,1.3495331094862,0.629409599102719,1.6020708485543,0.464569189453125,-1.37830048401504,8.67059326171875,2.77621766770835,2.79276280314718,"No","Conspecific","No island rule","No","SP10"
