"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Higgins, Peter and Steele 2001","ES63","CC40","se Qld, Australia","Tasmania","Birds","Passeriformes","Meliphagidae","Anthochaera chrysoptera","Anthochaera chrysoptera chrysoptera","Anthochaera chrysoptera tasmanica","FruiNect","Both","Weight",70.945,75.8090909090909,11.5922506166393,14.3172640225327,40,11,0.0663132893352924,0.00391000628942903,146.5,-42.1,1.85092179304328,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule","SP34"
"Robertson et al. 1983, Bartle and Sagar 1987","ES64","CC41","Orongorongo Valley, NI, NZ","Tiritiri Matangi","Birds","Passeriformes","Meliphagidae","Anthornis melanura","Anthornis melanura melanura","Anthornis melanura melanura","FruiNect","Both","Weight",28.4452702702703,29.2294117647059,4.05252404226638,4.28614228030975,296,51,0.0271935548909738,0.000490192411247566,174.89,-36.6,1.45401006453478,0.342422680822206,0.602168551378997,0.582542822265625,-1.82142721267115,15.4776563644409,2.45544871188169,3.13321625790837,"Conspecific","No island rule","SP35"
"Pigot et al. 2020","ES66","CC42","Cameroon","Bioko","Birds","Passeriformes","Nectariniidae","Anthreptes seimundi","Anthreptes seimundi","Anthreptes seimundi","FruiNect","Male","Wing Length",8.31422393182132,8.9199682024069,0.349433828565836,0.157353171791768,4,4,0.070324607059102,0.000519394636045704,8.7,3.5,0.919821717433202,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP36"
"Foggo et al 1997","ES67","CC43","New Zealand","Auckland","Birds","Passeriformes","Motacillidae","Anthus novaeseelandiae","Anthus novaeseelandiae novaeseelandiae","Anthus novaeseelandiae","Invertebrate","Unsexed","Wing Length",35.0322096079819,33.8246321544943,1.57195812343508,1.61244183618391,47,16,-0.0350786137720067,0.000184870572142569,166.104,-50.694,1.54446753070307,2.79588001734408,2.67302182919688,0.6255287109375,-1.81597405514674,7.36182546615601,2.23928939556728,3.19003180641431,"Conspecific","No island rule","SP37"
"Foggo et al 1997","ES68","CC43","New Zealand","Campbell","Birds","Passeriformes","Motacillidae","Anthus novaeseelandiae","Anthus novaeseelandiae novaeseelandiae","Anthus novaeseelandiae aucklandicus","Invertebrate","Unsexed","Wing Length",35.0322096079819,33.0941337375212,1.57195812343508,1.01271666082032,47,8,-0.0569118746076911,0.000159893317720284,169.153,-52.526,1.54446753070307,2.05192391604611,2.81677207456901,0.564288525390625,-1.7302399034334,6.53450059890747,2.24379844310625,3.13404634223748,"Conspecific","No island rule","SP37"
"Foggo et al 1997","ES69","CC43","New Zealand","Chatham","Birds","Passeriformes","Motacillidae","Anthus novaeseelandiae","Anthus novaeseelandiae novaeseelandiae","Anthus novaeseelandiae chathamensis","Invertebrate","Unsexed","Wing Length",35.0322096079819,31.3974713538856,1.57195812343508,1.22646372476116,47,9,-0.109540553269756,0.000212382057609688,-176.528,-43.819,1.54446753070307,2.96378782734556,2.8155784123826,0.681565380859375,-2.03613442266756,11.7157421112061,2.41975311744086,2.99351117087405,"Conspecific","No island rule","SP37"
"Higgins, Peter and Cowling 2006","ES70","CC44","Qld, NSW, Vic, SA & WA, Australia","SI, NZ region","Birds","Passeriformes","Motacillidae","Anthus novaeseelandiae","Anthus novaeseelandiae australis","Anthus novaeseelandiae novaeseelandiae","Invertebrate","Both","Weight",25.7538461538462,32.8142857142857,3.05422797152149,2.61396742793129,39,21,0.242279979485954,0.000662796202040424,170.5,-43.5,1.41084209701439,5.16386593513518,3.20412025408989,0.41903916015625,-1.87268326968228,7.39438772201538,2.61393500640286,3.45638293811134,"Conspecific","No island rule","SP37"
"Foggo et al 1997","ES71","CC43","New Zealand","Antipodes","Birds","Passeriformes","Motacillidae","Anthus novaeseelandiae","Anthus novaeseelandiae novaeseelandiae","Anthus novaeseelandiae steindachneri","Invertebrate","Unsexed","Wing Length",35.0322096079819,29.4995909497781,1.57195812343508,0.945066986949413,47,8,-0.171891515669786,0.000171133030660197,178.774,-49.688,1.54446753070307,1.34242268082221,2.8641555497868,0.66845712890625,-1.86487717971324,7.96129417419434,2.42159448858634,2.90786797672078,"Conspecific","No island rule","SP37"
"Pigot et al. 2020","ES73","CC45","France","Great Britain","Birds","Passeriformes","Motacillidae","Anthus pratensis","Anthus pratensis","Anthus pratensis","Invertebrate","Female","Wing Length",18.9963538041574,20.0980375586585,0.652009634476487,1.04938553439609,3,4,0.056375120694979,0.00107424481679542,-1.6,53.186,1.278670249653,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"Conspecific","No island rule","SP38"
"Pigot et al. 2020","ES75","CC46","Somalia","Socotra","Birds","Passeriformes","Motacillidae","Anthus similis","Anthus similis","Anthus similis","Invertebrate","Female","Wing Length",32.4179826187121,27.1057091898093,1.49783582501664,0.414123912000519,4,4,-0.178968911019938,0.000592054229251858,53.595,12.495,1.51078598507074,3.55711001984456,2.36530262140015,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,"Conspecific","No island rule","SP39"
"Pigot et al. 2020","ES77","CC47","Cameroon","Bioko","Birds","Passeriformes","Cisticolidae","Apalis rufogularis","Apalis rufogularis","Apalis rufogularis","Invertebrate","Female","Wing Length",5.69873777484891,6.05975969358979,0.139281546937905,0.168239779880095,4,4,0.0614254374624065,0.000342039988143727,8.7,3.5,0.75577867354582,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP40"
"Pigot et al. 2020","ES78","CC48","Papua New Guinea","New Britain","Birds","Passeriformes","Sturnidae","Aplonis metallica","Aplonis metallica","Aplonis metallica","FruiNect","Male","Wing Length",51.4786405808888,46.3654526631421,0.677418812134307,0.676874388960046,4,3,-0.104612348396563,0.000114331757072324,151.274,-5.374,1.71162706977831,4.56253076886226,1.9444876072867,0.82810947265625,-1.562217513585,23.9577484130859,1.72932108499627,3.58345682097451,"Conspecific","No island rule","SP41"
"Pigot et al. 2020","ES80","CC49","Australia","Tasmania","Birds","Accipitriformes","Accipitridae","Aquila audax","Aquila audax","Aquila audax","VertFishScav","Male","Wing Length",3761.9509178755,4181.38392478431,229.01810471901,103.246997355468,2,2,0.105704590248231,0.00215788299496756,146.5,-42.1,3.57541312501689,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule","SP42"
"Pigot et al. 2020","ES82","CC50","Norway","Great Britain","Birds","Accipitriformes","Accipitridae","Aquila chrysaetos","Aquila chrysaetos","Aquila chrysaetos","VertFishScav","Male","Wing Length",3880.21005585277,3535.76179394042,76.2780132157092,49.8156884400396,2,4,-0.0929605137370198,0.000242848416298603,-1.6,53.186,3.58885523683865,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"Conspecific","No island rule","SP43"
"Pigot et al. 2020","ES84","CC51","India","Sri Lanka","Birds","Pelecaniformes","Ardeidae","Ardeola grayii","Ardeola grayii","Ardeola grayii","Omnivore","Male","Wing Length",253.346027021444,246.462898857975,10.5790413807692,8.63194722086138,4,4,-0.0275447795982025,0.000742575752015196,80.714,7.74,2.40371409806347,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP44"
"Pigot et al. 2020","ES86","CC52","France","Great Britain","Birds","Strigiformes","Strigidae","Asio otus","Asio otus","Asio otus","VertFishScav","Female","Wing Length",594.78709973045,531.252689765121,20.2350885846121,16.8349994191151,4,4,-0.112965742622189,0.000540404583960556,-1.6,53.186,2.77436154058859,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"Conspecific","No island rule","SP45"
"Pigot et al. 2020","ES88","CC53","Nigeria","Bioko","Birds","Passeriformes","Pycnonotidae","Bleda notatus","Bleda notatus","Bleda notatus","Invertebrate","Female","Wing Length",30.0101454530311,32.1944617418015,0.736612661119854,1.68122680874866,4,4,0.0702589359019048,0.000832377900703845,8.7,3.5,1.4772681003664,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP46"
"Pigot et al. 2020","ES90","CC54","Cameroon","Bioko","Birds","Strigiformes","Strigidae","Bubo poensis","Bubo poensis","Bubo poensis","Invertebrate","Female","Wing Length",714.155088429611,711.856535326622,65.6843798577794,87.4004178292981,5,2,-0.00322375365720258,0.00922911357580336,8.7,3.5,2.85379253493477,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP47"
"Pigot et al. 2020","ES92","CC55","Netherlands","Great Britain","Birds","Accipitriformes","Accipitridae","Buteo buteo","Buteo buteo","Buteo buteo","VertFishScav","Male","Wing Length",1263.96975403521,1093.09394455777,6.98254390975971,19.7971458847685,4,4,-0.145245210062932,8.96325498586369e-05,-1.6,53.186,3.10173668168943,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"Conspecific","No island rule","SP48"
"Grant 1965","ES93","CC56","Nayarit (Mexico)","Tres Marias","Birds","Accipitriformes","Accipitridae","Buteo jamaicensis","Buteo jamaicensis","Buteo jamaicensis","VertFishScav","Both","Wing Length",1343.46154746051,1252.41911837666,70.7135278040429,44.6843860952432,8,7,-0.0701725517502344,0.00052815997132177,-106.552,21.609,3.12822524057588,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP1"
"Higgins, 1999","ES94","CC57","E Australia","Tasmania","Birds","Cuculiformes","Cuculidae","Cacomantis flabelliformis","Cacomantis flabelliformis","Cacomantis flabelliformis","Invertebrate","Both","Wing Length",101.87880838178,104.570209430684,2.76308746017708,2.44479196878309,60,28,0.0260747526373545,3.17807799651224e-05,146.5,-42.1,2.00808385662683,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule","SP49"
"Milá unpublished","ES95","CC58","California, Mexico","Guadalupe","Birds","Trochiliformes","Trochilidae","Calypte anna","Calypte anna","Calypte anna","FruiNect","Both","Weight",4.54615384646154,4.27545454545455,0.431306898829876,0.173966708405298,13,11,-0.0613911438596109,0.000842888065587081,-118.3266,29.1099,0.657644128603813,3.17897694729317,2.40824166177136,0.215285522460938,-1.52057840976834,17.5243759155273,2.36391805348703,2.15480120756627,"Conspecific","No island rule","SP50"
"Pigot et al. 2020","ES97","CC59","Cameroon","Bioko","Birds","Passeriformes","Cisticolidae","Camaroptera superciliaris","Camaroptera superciliaris","Camaroptera superciliaris","Invertebrate","Male","Wing Length",6.83977770391322,7.82887709237589,0.0626512424928117,0.252044237265228,5,5,0.13506385710454,0.000224073497010114,8.7,3.5,0.835041987168559,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP51"
"Grant 1965","ES98","CC60","Nayarit (Mexico)","Tres Marias","Birds","Passeriformes","Tyrannidae","Camptostoma imberbe","Camptostoma imberbe","Camptostoma imberbe","Invertebrate","Both","Wing Length",7.75284606637503,8.5896859267695,0.0534991716860967,0.301652382245859,3,5,0.102502162347744,0.000262527134605106,-106.552,21.609,0.889461161089644,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP52"
"Pigot et al. 2020","ES100","CC61","Guyana","Trinidad","Birds","Passeriformes","Tyrannidae","Camptostoma obsoletum","Camptostoma obsoletum","Camptostoma obsoletum","Invertebrate","Male","Wing Length",7.36097503221828,6.5620195908917,0.0732435326588883,0.193306160448351,4,4,-0.11489398112937,0.000241700213272103,-61.246,10.431,0.866935344645344,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"Conspecific","No island rule","SP53"
"Grant 1965","ES101","CC62","Nayarit (Mexico)","Tres Marias","Birds","Falconiformes","Falconidae","Caracara cheriway","Caracara cheriway","Caracara cheriway","VertFishScav","Both","Wing Length",1305.01840226575,1092.47490656784,32.7512696336169,27.4804566015247,14,12,-0.177771463121099,9.77161144130789e-05,-106.552,21.609,3.11561663577094,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP54"
"Nelson 1898","ES102","CC63","Mexico","Maria Madre","Birds","Falconiformes","Falconidae","Caracara cheriway","Polyborus cheriway","Polyborus cheriway pallidus","VertFishScav","Both","Wing Length",1284.33700308563,1165.82462225761,73.1757741496653,52.835028107756,6,8,-0.096813967404573,0.000797771464606026,-106.558,21.61,3.10867899521021,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP54"
"Nelson 1898","ES103","CC64","Mexico","Maria Madre","Birds","Passeriformes","Cardinalidae","Cardinalis cardinalis","Cardinalis cardinalis igneus","Cardinalis cardinalis mariae","PlantSeed","Both","Wing Length",34.7112533765947,36.0739629865228,1.9776918608084,1.63486755380083,7,8,0.0385074190260471,0.00072048074148411,-106.558,21.61,1.54047029574318,2.30102999566398,2.0000043429231,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP55"
"Grant 1965","ES104","CC65","Nayarit (Mexico)","Tres Marias","Birds","Passeriformes","Cardinalidae","Cardinalis cardinalis","Richmondena cardinalis","Richmondena cardinalis","PlantSeed","Both","Wing Length",32.2801837838463,34.9722671090115,0.740902019550216,1.01324802763883,15,72,0.0801018422725112,4.67790426615699e-05,-106.552,21.609,1.50893599866723,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP55"
"Pigot et al. 2020","ES106","CC66","Venezuela","Margarita, VEN","Birds","Passeriformes","Cardinalidae","Cardinalis phoeniceus","Cardinalis phoeniceus","Cardinalis phoeniceus","PlantSeed","Male","Wing Length",26.5063395219429,26.5063395219429,1.57993608231091,0.39814895664005,4,4,0,0.000944624744932056,-63.955,10.969,1.42334975658314,3.00860017176192,1.34244242103184,0.4386400390625,-1.62485210431281,26.6888980865479,1.87440891669441,2.94625323526402,"Conspecific","No island rule","SP56"
"Pigot et al. 2020","ES108","CC67","France","Great Britain","Birds","Passeriformes","Fringillidae","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","PlantSeed","Male","Wing Length",22.461886607301,21.8207570541468,0.719124175820477,0.363491578798755,5,4,-0.0289582690999091,0.000274368743578703,-1.6,53.186,1.35144623049759,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"Conspecific","No island rule","SP57"
"Grant 1965","ES109","CC68","Nayarit (Mexico)","Tres Marias","Birds","Accipitriformes","Cathartidae","Cathartes aura","Cathartes aura","Cathartes aura","VertFishScav","Male","Wing Length",2383.31168888878,2169.72723176304,30.1239237102049,37.9590423948648,2,2,-0.0938895264083021,0.000232913582188363,-106.552,21.609,3.3771808429812,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP58"
"Pigot et al. 2020","ES111","CC69","France","Corsica","Birds","Passeriformes","Certhiidae","Certhia familiaris","Certhia familiaris","Certhia familiaris","Invertebrate","Male","Wing Length",13.2388641266366,15.4308626832404,0.43406795451429,0.47595638676306,4,4,0.153212818500793,0.000506598363778456,9.12,42.1,1.1218507249303,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"Conspecific","No island rule","SP59"
"Higgins, 1999","ES112","CC70","NT Australia","Hinchinbrook","Birds","Coraciiformes","Alcedinidae","Alcedo pusilla","Alcedo pusilla ramsayi","Alcedo pulsilla halli","Invertebrate","Male","Wing Length",8.21574867953281,9.06500657254215,0.167444782611431,0.091314168771029,13,5,0.0983686862454835,5.22466690818339e-05,146.24,-18.4,0.914647145686412,2.59659709562646,0.477265995424853,0.731908642578125,-1.81404348050205,23.4247722625732,2.45683049537367,3.41153553220933,"Conspecific","No island rule","SP60"
"Pigot et al. 2020","ES114","CC71","Cameroon","Bioko","Birds","Passeriformes","Nectariniidae","Chalcomitra rubescens","Chalcomitra rubescens","Chalcomitra rubescens","FruiNect","Male","Wing Length",15.0044382778334,14.8638910089742,0.5619639804432,0.223517158029687,4,4,-0.00941119303129523,0.000407217547171066,8.7,3.5,1.17621974135343,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP61"
"Jessop 1990","ES115","CC72","Victoria, Australia","Tasmania","Birds","Charadriiformes","Charadriidae","Charadrius ruficapillus","Charadrius ruficapillus","Charadrius ruficapillus","Invertebrate","Both","Weight",37.4354211663067,39.42,3.06926147499504,3.10443950542722,463,225,0.0516559555026567,4.20830196413504e-05,146.5,-42.1,1.57328272351118,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule","SP62"
"Pigot et al. 2020","ES117","CC73","Papua New Guinea","Nuguria","Birds","Psittaciformes","Psittacidae","Charmosyna placentis","Charmosyna placentis","Charmosyna placentis","Omnivore","Female","Wing Length",27.1057091898093,29.7967741816913,0.763450744044333,0.642795367816999,4,4,0.0946557618072191,0.000314671191528118,154.75,-3.3333,1.43306077458254,0.99899997221832,2.30103216713096,0.37785546875,-1.22568881477283,27.3697910308838,1.34544047219526,3.49487780885212,"Conspecific","No island rule","SP63"
"Pigot et al. 2020","ES119","CC74","Guyana","Trinidad","Birds","Coraciiformes","Alcedinidae","Chloroceryle americana","Chloroceryle americana","Chloroceryle americana","VertFishScav","Male","Wing Length",19.9304346917967,20.9487501952798,1.23875317161321,0.820366794532531,4,4,0.049831043123803,0.00134916438738075,-61.246,10.431,1.2995167709629,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"Conspecific","No island rule","SP64"
"Pigot et al. 2020","ES121","CC75","India","Sri Lanka","Birds","Passeriformes","Chloropseidae","Chloropsis jerdoni","Chloropsis jerdoni","Chloropsis jerdoni","FruiNect","Female","Wing Length",27.2063883874939,25.7196806344667,1.22681923883813,0.817435166992717,4,4,-0.0561953306313264,0.000760877427578074,80.714,7.74,1.43467089358108,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP65"
"Pigot et al. 2020","ES123","CC76","India","Sri Lanka","Birds","Passeriformes","Timaliidae","Chrysomma sinense","Chrysomma sinense","Chrysomma sinense","Invertebrate","Female","Wing Length",12.9789645215009,15.7191462196792,0.237947682894184,0.82271237346821,4,4,0.191549540630016,0.000768850496203383,80.714,7.74,1.11324004527354,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP66"
"Pigot et al. 2020","ES125","CC77","Papua New Guinea","Aru","Birds","Passeriformes","Paradisaeidae","Cicinnurus regius","Cicinnurus regius","Cicinnurus regius","FruiNect","Male","Wing Length",42.661996090632,44.5355465599405,1.10815851573691,0.611390901318018,4,4,0.0429791667679902,0.000215794727019929,134.52,-6.164,1.63004117157441,3.32559775286002,2.25527491784373,0.64876396484375,-1.60824308473201,27.0203990936279,1.87899386545158,3.39682272429734,"Conspecific","No island rule","SP67"
"Rader et al. 2014","ES126","CC78","Chile, Argentina","Navarino","Birds","Passeriformes","Furnariidae","Cinclodes fuscus","Cinclodes fuscus","Cinclodes fuscus","Invertebrate","Both","Weight",29.12857143,33.0499999975,2.00226062642271,2.532,7,4,0.126302037647913,0.00214232040709542,-67.7449,-55.0619,1.46431918578518,3.3932241163613,0.130655349022031,0.545645556640625,-1.42255795666582,4.78470993041992,2.47208101632801,2.91146300124925,"Conspecific","Island rule","SP68"
"Pigot et al. 2020","ES128","CC79","Spain","Corsica","Birds","Passeriformes","Cinclidae","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Invertebrate","Female","Wing Length",30.0101454530311,27.5097737874254,1.62361707388501,1.7327921042103,4,4,-0.0869941542782683,0.00172364342493083,9.12,42.1,1.4772681003664,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"Conspecific","No island rule","SP69"
"Pigot et al. 2020","ES130","CC80","India","Sri Lanka","Birds","Passeriformes","Nectariniidae","Cinnyris asiaticus","Cinnyris asiaticus","Cinnyris asiaticus","FruiNect","Male","Wing Length",9.36483389194159,9.44444289685286,0.259715712223861,0.170170142285637,8,4,0.00846491666518148,0.000177302727405726,80.714,7.74,0.971500078512863,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP70"
"Pigot et al. 2020","ES132","CC81","Nigeria","Bioko","Birds","Passeriformes","Nectariniidae","Cinnyris chloropygius","Cinnyris chloropygius","Cinnyris chloropygius","Omnivore","Male","Wing Length",6.82221473409315,6.910301310959,0.401915912129549,0.230296368179511,4,4,0.0128290816803156,0.00114534451585618,8.7,3.5,0.833925385016268,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP71"
