"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Migratory_status","Migratory_status_3","Phylogeny","Data_source_type"
"Pigot et al. 2020","ES381","CC169","Brazil","Fernando Norohna","Birds","Passeriformes","Tyrannidae","Elaenia spectabilis","Elaenia spectabilis","Elaenia ridleyana","Omnivore",23.1998402536688,26.4072272530674,1.01835429598561,1.2321793810639,6,4,0.129492339242003,0.000865431748084154,-32.42,-3.853,1.36548499449482,1.26481782300954,2.54406928518988,0.614711572265625,-1.71885253480354,26.5901317596436,1.66038059677666,3.15504135504772,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES383","CC170","Cameroon","Bioko","Birds","Passeriformes","Stenostiridae","Elminia albiventris","Elminia albiventris","Elminia albiventris","Invertebrate",12.5949090408235,12.2177687371831,0.557210915637398,0.38043946555619,4,4,-0.0304013419239638,0.000731712772733483,8.7,3.5,1.10019503541404,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES385","CC171","Morocco","Tenerife","Birds","Passeriformes","Emberizidae","Emberiza calandra","Emberiza calandra","Emberiza calandra","PlantSeed",41.6995300912337,35.8831871582987,0.959646526872101,0.727156649821609,3,4,-0.150220998431113,0.000279201329792853,-16.629,28.304,1.62013116097054,3.30835094858673,2.49831193250005,0.359321215820313,-1.95980585903315,17.1494407653809,2.47083982326524,2.50907599957652,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES387","CC172","China","Tsushima","Birds","Passeriformes","Emberizidae","Emberiza cioides","Emberiza cioides","Emberiza cioides","PlantSeed",21.6446436446962,20.0980375586585,0.478563771458136,0.267973834115447,4,3,-0.0741358407259719,0.000181472642026511,129.3333,34.4167,1.335350440026,2.84385542262316,1.6989786901388,0.78173955078125,-2.03514027778996,14.7707538604736,2.87603426036742,3.27026646363707,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES389","CC173","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza cirlus","Emberiza cirlus","Emberiza cirlus","PlantSeed",21.99772930327,21.1214423558428,1.53885079974901,0.85838646123288,4,4,-0.0406504846737663,0.00163633796881579,-1.6,53.186,1.3423778534606,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES391","CC174","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","PlantSeed",32.1944617418015,28.8479048206144,0.459260222195202,0.71133188683212,4,4,-0.109757075046556,0.000202878283216663,-1.6,53.186,1.50778116853299,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES393","CC175","France","Great Britain","Birds","Passeriformes","Emberizidae","Emberiza schoeniclus","Emberiza schoeniclus","Emberiza schoeniclus","PlantSeed",22.5338131425376,22.5338131425376,0.549710218700121,0.165630702971264,4,4,0,0.000162284636293562,-1.6,53.186,1.35283468868963,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES395","CC176","Somalia","Socotra","Birds","Passeriformes","Alaudidae","Eremopterix nigriceps","Eremopterix nigriceps","Eremopterix nigriceps","PlantSeed",21.4693876661877,21.1214423558428,0.227519744618301,0.478200498827709,4,4,-0.0163393411756356,0.000156224554475457,53.595,12.495,1.3318196579906,3.55711001984456,2.36530262140015,0.202597534179688,-1.95727385143734,24.9122791290283,2.13738800723291,2.04763126120543,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES397","CC177","Australia","New Guinea","Birds","Accipitriformes","Accipitridae","Erythrotriorchis radiatus","Erythrotriorchis radiatus","Erythrotriorchis buergersi","VertFishScav",1041.8274393811,654.014449790301,8.13891712312084,38.4425206994582,2,3,-0.465602157705074,0.00118218413161727,141.814,-5.752,3.01779579158282,5.89528604782638,2.18469426933435,0.770036767578125,-1.43826127218963,22.6774826049805,1.75967712212158,3.70400175750796,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES399","CC178","Australia","Aru","Birds","Gruiformes","Rallidae","Eulabeornis castaneoventris","Eulabeornis castaneoventris","Eulabeornis castaneoventris","Invertebrate",282.028016188399,309.091072093321,3.70965223153857,7.84093360911173,2,2,0.0916295509772649,0.000408267559716334,134.52,-6.164,2.45029225254513,3.32559775286002,2.25527491784373,0.64876396484375,-1.60824308473201,27.0203990936279,1.87899386545158,3.39682272429734,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES401","CC179","India","Sri Lanka","Birds","Passeriformes","Muscicapidae","Eumyias albicaudatus","Eumyias albicaudatus","Eumyias sordidus","Invertebrate",19.2684410558497,20.0141306333967,0.895578146237955,0.516185489035961,4,4,0.037969976653833,0.000706369285330692,80.714,7.74,1.28484657878468,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES403","CC180","Borneo","Negros ","Birds","Passeriformes","Muscicapidae","Eumyias thalassinus","Eumyias thalassinus","Eumyias panayensis","Invertebrate",19.597757179146,20.5207431957755,0.788154174531381,0.867856309464127,4,4,0.0460211077109303,0.000851488858478391,123.011,9.947,1.29220637235368,4.13576851456782,1.64346254670316,0.6656943359375,-1.55967884465448,26.835277557373,1.89439568696275,3.23713956028237,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES405","CC181","Mexico","Hispaniola","Birds","Passeriformes","Fringillidae","Euphonia elegantissima","Euphonia elegantissima","Euphonia musica","FruiNect",14.6545594591309,13.634538573115,0.318276124258575,0.633677925824374,4,4,-0.0721453385523725,0.00065792723589886,-71.514,18.942,1.16597276734326,4.86881483175657,2.79239238997266,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES407","CC182","Colombia","Trinidad","Birds","Passeriformes","Fringillidae","Euphonia trinitatis","Euphonia trinitatis","Euphonia trinitatis","Omnivore",9.51588035269395,8.51329519710291,0.355903190297821,0.15299950241554,3,4,-0.111332936746733,0.000547024287157726,-61.246,10.431,0.978448972825983,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES409","CC183","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Euplectes hordeaceus","Euplectes hordeaceus","Euplectes hordeaceus","PlantSeed",18.942474802047,21.1214423558428,0.646500846486245,0.478200498827709,4,4,0.1088820052812,0.000419357302237312,6.616,0.234,1.2774367182079,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES411","CC184","Panama","Jamaica","Birds","Psittaciformes","Psittacidae","Eupsittula astec","Eupsittula astec","Aratinga nana","PlantSeed",80.4960614057734,95.1333034795983,2.48592054496554,3.39856551062431,12,5,0.167070845973954,0.000334721806494904,-77.285,18.1217,1.90577463127985,4.04107671971548,2.79934123880936,0.738866845703125,-1.92267973270903,24.0266151428223,2.03418517053893,3.24992889420156,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES413","CC185","Holland","Great Britain","Birds","Falconiformes","Falconidae","Falco tinnunculus","Falco tinnunculus","Falco tinnunculus","VertFishScav",374.549132181378,356.289592464977,16.4334890269238,14.8433867504901,4,4,-0.0499791262764339,0.000915172532237491,-1.6,53.186,2.57350879516147,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES415","CC186","Venezuela","Trinidad","Birds","Passeriformes","Tyrannidae","Fluvicola pica","Fluvicola pica","Fluvicola pica","Invertebrate",14.8638910089742,13.3263616217671,0.531970836110654,0.43579067486326,4,3,-0.109190699164623,0.000676682115727695,-61.246,10.431,1.17213251215181,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES417","CC187","Venezuela","Trinidad","Birds","Psittaciformes","Psittacidae","Forpus passerinus","Forpus passerinus","Forpus passerinus","PlantSeed",22.895522293777,22.895522293777,0.709761191107086,1.00392518007144,4,3,0,0.00088113532820595,-61.246,10.431,1.35975055512373,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES419","CC188","Israel","Cyprus","Birds","Galliformes","Phasianidae","Francolinus francolinus","Francolinus francolinus","Francolinus francolinus","PlantSeed",167.090702650922,164.104914809093,2.41012778551501,3.73960290716479,4,4,-0.018030846888039,0.000181835294868101,33.254,35.025,2.22295228532286,3.96614173273903,1.84510424417683,0.324397705078125,-1.53930109875927,19.0325736999512,2.81274718568516,2.60594554871405,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES421","CC189","Turkey","Cyprus","Birds","Passeriformes","Alaudidae","Galerida cristata","Galerida cristata","Galerida cristata","PlantSeed",43.7266666113773,43.7266666113773,1.22819546706969,1.12470545905058,4,4,0,0.000362630161225722,33.254,35.025,1.64074637129722,3.96614173273903,1.84510424417683,0.324397705078125,-1.53930109875927,19.0325736999512,2.81274718568516,2.60594554871405,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES423","CC190","Spain","Mallorca","Birds","Passeriformes","Alaudidae","Galerida theklae","Galerida theklae","Galerida theklae","Invertebrate",43.1923588662871,37.6544766561944,1.11642165914826,0.813808564024754,4,3,-0.137211752441498,0.000322725963839587,2.9951,39.7104,1.63540692283975,3.56110138364906,2.24055174422073,0.4811669921875,-2.0319027889097,15.6639108657837,2.75405040052569,2.77073037583745,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES425","CC191","Thailand","South Andaman","Birds","Gruiformes","Rallidae","Gallicrex cinerea","Gallicrex cinerea","Gallicrex cinerea","PlantSeed",188.260119112559,161.739554682111,17.9958156482842,2.90708656775509,5,4,-0.151837264452147,0.00190826093546143,92.653,11.871,2.2747583291311,3.08303654241196,2.65321347887312,0.711059130859375,-1.49094419494543,26.7711124420166,1.86741607984951,3.41808549717969,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES427","CC192","India","Sri Lanka","Birds","Galliformes","Phasianidae","Galloperdix lunulata","Galloperdix lunulata","Galloperdix bicalcarata","Omnivore",99.6463397804783,102.307416070353,0,0.504051171858811,4,2,0.0263548484550355,1.21368233194527e-05,80.714,7.74,1.99846135078026,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES429","CC193","Laos","Mindanao","Birds","Galliformes","Phasianidae","Gallus gallus","Gallus gallus","Gallus gallus","Omnivore",295.37319148759,343.184836583781,8.60088969002904,15.6566088672867,4,2,0.150029571468579,0.00125263586128545,125.081,7.736,2.4703710755482,4.98913822421579,2.53782035389604,0.761584375,-1.59929272405331,26.0391368865967,1.84786827980811,3.37738794436473,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES431","CC194","Nepal","Taiwan","Birds","Passeriformes","Timaliidae","Garrulax albogularis","Garrulax albogularis","Garrulax ruficeps","Invertebrate",76.0567886491527,70.2130862385813,0.421742349607458,3.61810591758973,2,2,-0.0799455730110468,0.001343063282312,120.66,23.776,1.88113798421788,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES433","CC195","China","Taiwan","Birds","Passeriformes","Timaliidae","Garrulax berthemyi","Garrulax berthemyi","Garrulax poecilorhynchus","PlantSeed",55.5654221904338,48.7145754207319,2.90109294944179,1.20016086521208,4,4,-0.131582829481201,0.000833221833613419,120.66,23.776,1.74480461849983,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES435","CC196","China","Taiwan","Birds","Passeriformes","Timaliidae","Garrulax canorus","Garrulax canorus","Garrulax taewanus","Invertebrate",34.2397584471068,34.8213817523676,1.18189448621007,0.17852173932972,4,4,0.0168441197246724,0.000304447340735517,120.66,23.776,1.53453069217747,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES437","CC197","China","Taiwan","Birds","Passeriformes","Timaliidae","Garrulax elliotii","Garrulax elliotii","Garrulax morrisonianus","Invertebrate",38.5599243363091,43.459019002248,1.13886838565799,1.51639002157864,4,4,0.119604894637037,0.000522449561038126,120.66,23.776,1.58613617304315,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES439","CC198","Australia","Timor","Birds","Columbiformes","Columbidae","Geopelia placida","Geopelia placida","Geopelia maugei","PlantSeed",40.8366504194363,42.9266849730568,1.27604327539933,0.732524131820377,4,4,0.0499136871201201,0.000316901211068817,124.451,-9.649,1.61105011235674,4.45359503815515,2.65321347887312,0.621991357421875,-1.58061922407047,24.7098178863525,1.98372882194709,3.13471960245872,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES441","CC199","Costa Rica","Cuba","Birds","Columbiformes","Columbidae","Geotrygon violacea","Geotrygon violacea","Geotrygon caniceps","Omnivore",86.9672599084337,114.96784991729,3.20065380332154,7.3485267363469,2,3,0.279120798405012,0.00203907069330193,-77.781,21.521,1.93935578690352,5.02450824385764,2.290036838508,0.62180009765625,-1.63190089159322,25.5158214569092,2.29131709321764,3.10858025893047,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES443","CC200","Australia","Romang","Birds","Passeriformes","Acanthizidae","Gerygone chloronota","Gerygone chloronota","Gerygone dorsalis","Invertebrate",7.57704750995005,9.55150567079737,0.0430776607789342,0.302906942169861,3,2,0.231575190714255,0.000513631474997983,127.408,-7.556,0.879500010391101,2.22582599146189,1.89763258865415,0.735695458984375,-1.73317988545781,25.7300872802734,2.00877246707001,3.12070881600083,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES445","CC201","Papua New Guinea","Aru","Birds","Passeriformes","Acanthizidae","Gerygone chrysogaster","Gerygone chrysogaster","Gerygone chrysogaster","Invertebrate",7.63963495689685,8.86850935566416,0.12223415931035,0.253643463881166,4,4,0.149156906068896,0.000268496605134168,134.52,-6.164,0.883072607267712,3.32559775286002,2.25527491784373,0.64876396484375,-1.60824308473201,27.0203990936279,1.87899386545158,3.39682272429734,"resident","full resident","","No island rule"
