IOC3_1_Binomial,SpeciesID,IOC3_1_Order,IOC3_1_Family,IOC3_1_Genus,IOC3_1_Species,Taxonomic_Comments,Extinct_full,Extinct_partial,Marine_full,Marine_partial,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Triplechecked,Migratory_status,Migratory_status_2,Migratory_status_3
Psaltriparus_minimus,7302,PASSERIFORMES,Aegithalidae,Psaltriparus,minimus,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,mainly resident but altitud movements and some post-breeding wandering,1,resident,partial resident,partial resident
Phylloscopus_ruficapilla,7303,PASSERIFORMES,Phylloscopidae,Phylloscopus,ruficapilla,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,resident but some seasonal altitud movements,1,resident,full resident,full resident
Phylloscopus_laurae,7304,PASSERIFORMES,Phylloscopidae,Phylloscopus,laurae,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,resident,full resident,full resident
Phylloscopus_laetus,7305,PASSERIFORMES,Phylloscopidae,Phylloscopus,laetus,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_herberti,7306,PASSERIFORMES,Phylloscopidae,Phylloscopus,herberti,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"resident, but altitudinal movements evident",1,resident,full resident,full resident
Phylloscopus_budongoensis,7307,PASSERIFORMES,Phylloscopidae,Phylloscopus,budongoensis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_umbrovirens,7308,PASSERIFORMES,Phylloscopidae,Phylloscopus,umbrovirens,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_trochilus,7309,PASSERIFORMES,Phylloscopidae,Phylloscopus,trochilus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_collybita,7310,PASSERIFORMES,Phylloscopidae,Phylloscopus,collybita,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,"mostly migratory, some popltns largely altitud migrants, small numbers remain in parts of N range",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_ibericus,7311,PASSERIFORMES,Phylloscopidae,Phylloscopus,ibericus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,non-breeding range imperfectly known,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_canariensis,7312,PASSERIFORMES,Phylloscopidae,Phylloscopus,canariensis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,resident,full resident,full resident
Phylloscopus_sindianus,7313,PASSERIFORMES,Phylloscopidae,Phylloscopus,sindianus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_neglectus,7314,PASSERIFORMES,Phylloscopidae,Phylloscopus,neglectus,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"migratory, mostly over short distances, and some birds may winter within overall breeding range but at much lower levels",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_bonelli,7315,PASSERIFORMES,Phylloscopidae,Phylloscopus,bonelli,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_orientalis,7316,PASSERIFORMES,Phylloscopidae,Phylloscopus,orientalis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_sibilatrix,7317,PASSERIFORMES,Phylloscopidae,Phylloscopus,sibilatrix,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_fuscatus,7318,PASSERIFORMES,Phylloscopidae,Phylloscopus,fuscatus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,altitud and long-distance migrant (but altitud migrants appear to move away from breeding areas in mountains towards S plains),1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_fuligiventer,7319,PASSERIFORMES,Phylloscopidae,Phylloscopus,fuligiventer,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"altitud migrant, descending to lower levels in areas S of breeding range, separate breeding and non-breeding areas mapped",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_affinis,7320,PASSERIFORMES,Phylloscopidae,Phylloscopus,affinis,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"migratory and altitud migrant, moves short to medium distances to lower levels in areas S of breeding range",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_occisinensis,7321,PASSERIFORMES,Phylloscopidae,Phylloscopus,occisinensis,"newly described species, not in HBW",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"probably long-distance and altitud migrant, recorded in few areas, breeding at high latitude in C China and reported in non-breeding season in S China",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_subaffinis,7322,PASSERIFORMES,Phylloscopidae,Phylloscopus,subaffinis,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"altitud migrant, post-breeding descent to lower elevations in areas S of breeding range",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_griseolus,7323,PASSERIFORMES,Phylloscopidae,Phylloscopus,griseolus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_armandii,7324,PASSERIFORMES,Phylloscopidae,Phylloscopus,armandii,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,very little known,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_schwarzi,7325,PASSERIFORMES,Phylloscopidae,Phylloscopus,schwarzi,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_pulcher,7326,PASSERIFORMES,Phylloscopidae,Phylloscopus,pulcher,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"altitud migrant, making post-breeding movement to lower levels also to some areas S of breeding range",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Phylloscopus_maculipennis,7327,PASSERIFORMES,Phylloscopidae,Phylloscopus,maculipennis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"altitud migrant, making post-breeding descent from high levels to lowlands",1,resident,partial resident,partial resident
Phylloscopus_kansuensis,7328,PASSERIFORMES,Phylloscopidae,Phylloscopus,kansuensis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,apparently leaves breeding grounds in winter but non-breeding quarters unknown,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_yunnanensis,7329,PASSERIFORMES,Phylloscopidae,Phylloscopus,yunnanensis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"migratory, but movements poorly known",1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_proregulus,7330,PASSERIFORMES,Phylloscopidae,Phylloscopus,proregulus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_chloronotus,7331,PASSERIFORMES,Phylloscopidae,Phylloscopus,chloronotus,in HBW no split into Phylloscopus_chloronotus and Phylloscopus_forresti and in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"altitud migrant, postbreeding descent to lower levels in areas S of breeding range",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_subviridis,7332,PASSERIFORMES,Phylloscopidae,Phylloscopus,subviridis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,altitud migrant but departs from breeding area for low-lying areas further S,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_inornatus,7333,PASSERIFORMES,Phylloscopidae,Phylloscopus,inornatus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_humei,7334,PASSERIFORMES,Phylloscopidae,Phylloscopus,humei,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_borealis,7335,PASSERIFORMES,Phylloscopidae,Phylloscopus,borealis,"in HBW includes examinandus and xanthodryas, and in family Sylviidae",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_examinandus,7336,PASSERIFORMES,Phylloscopidae,Phylloscopus,examinandus,in HBW included in Phylloscopus_borealis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,migratory (text on borealis in HBW),1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_xanthodryas,7337,PASSERIFORMES,Phylloscopidae,Phylloscopus,xanthodryas,in HBW included in Phylloscopus_borealis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,migratory (text on borealis in HBW),1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_nitidus,7338,PASSERIFORMES,Phylloscopidae,Phylloscopus,nitidus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_trochiloides,7339,PASSERIFORMES,Phylloscopidae,Phylloscopus,trochiloides,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"long-, short-distance and altitud migrant",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_plumbeitarsus,7340,PASSERIFORMES,Phylloscopidae,Phylloscopus,plumbeitarsus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_tenellipes,7341,PASSERIFORMES,Phylloscopidae,Phylloscopus,tenellipes,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_borealoides,7342,PASSERIFORMES,Phylloscopidae,Phylloscopus,borealoides,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_magnirostris,7343,PASSERIFORMES,Phylloscopidae,Phylloscopus,magnirostris,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_tytleri,7344,PASSERIFORMES,Phylloscopidae,Phylloscopus,tytleri,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_occipitalis,7345,PASSERIFORMES,Phylloscopidae,Phylloscopus,occipitalis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_coronatus,7346,PASSERIFORMES,Phylloscopidae,Phylloscopus,coronatus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_ijimae,7347,PASSERIFORMES,Phylloscopidae,Phylloscopus,ijimae,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"movements poorly known, wintering area largely unknown",1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_reguloides,7348,PASSERIFORMES,Phylloscopidae,Phylloscopus,reguloides,"in HBW no split into Phylloscopus_reguloides, Phylloscopus_claudiae and Phylloscopus_goodsoni, in family Sylviidae",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,"migratory, some resident popltns and mainly altitud migrants in some areas, details not well known",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_claudiae,7349,PASSERIFORMES,Phylloscopidae,Phylloscopus,claudiae,in HBW claudiae is race of Phylloscopus_reguloides and in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,migratory (text on reguloides in HBW),1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_goodsoni,7350,PASSERIFORMES,Phylloscopidae,Phylloscopus,goodsoni,in HBW goodsoni is race of Phylloscopus_reguloides and in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,migratory (text on reguloides in HBW),1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_emeiensis,7351,PASSERIFORMES,Phylloscopidae,Phylloscopus,emeiensis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"movements virtually unknown, only breeding grounds known",1,directional migratory,full directional migrant,full directional migrant
Phylloscopus_davisoni,7352,PASSERIFORMES,Phylloscopidae,Phylloscopus,davisoni,in HBW no split into Phylloscopus_davisoni and Phylloscopus_ogilviegranti and in family Sylviidae,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,"little known movements, largely sedentary or short-distance altitud migrant, N popltns migrate S",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_ogilviegranti,7353,PASSERIFORMES,Phylloscopidae,Phylloscopus,ogilviegranti,in HBW ogilviegranti is race of Phylloscopus_davisoni and in family Sylviidae,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,"little known movements, largely sedentary or short-distance altitud migrant, N popltns migrate S (text on davisoni in HBW)",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_hainanus,7354,PASSERIFORMES,Phylloscopidae,Phylloscopus,hainanus,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"no information, probably resident",1,resident,full resident,full resident
Phylloscopus_forresti,7355,PASSERIFORMES,Phylloscopidae,Phylloscopus,forresti,in HBW forresti is race of Phylloscopus_chloronotus and in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,"altitud migrant, postbreeding descent to lower levels in and areas S of breeding range, may leave extreme N parts of range (text on chloronotus in HBW)",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_cantator,7356,PASSERIFORMES,Phylloscopidae,Phylloscopus,cantator,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"mostly resident, altitud migrant with many popltns apparently descending to areas outside breeding regions",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Phylloscopus_calciatilis,7357,PASSERIFORMES,Phylloscopidae,Phylloscopus,calciatilis,recently described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably sedentary,1,resident,full resident,full resident
Phylloscopus_ricketti,7358,PASSERIFORMES,Phylloscopidae,Phylloscopus,ricketti,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"little known movements, moves S after breeding but no detailed information, some resident areas mapped within wintering region",1,directional migratory,partial directional migrant,partial directional migrant
Phylloscopus_olivaceus,7359,PASSERIFORMES,Phylloscopidae,Phylloscopus,olivaceus,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_cebuensis,7360,PASSERIFORMES,Phylloscopidae,Phylloscopus,cebuensis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_trivirgatus,7361,PASSERIFORMES,Phylloscopidae,Phylloscopus,trivirgatus,in HBW no split into Phylloscopus_trivirgatus and Phylloscopus_nigrorum and in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,resident,full resident,full resident
Phylloscopus_nigrorum,7362,PASSERIFORMES,Phylloscopidae,Phylloscopus,nigrorum,in HBW nigrorum is race of Phylloscopus_trivirgatus and in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on trivirgatus in HBW),1,resident,full resident,full resident
Phylloscopus_sarasinorum,7363,PASSERIFORMES,Phylloscopidae,Phylloscopus,sarasinorum,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_presbytes,7364,PASSERIFORMES,Phylloscopidae,Phylloscopus,presbytes,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_poliocephalus,7365,PASSERIFORMES,Phylloscopidae,Phylloscopus,poliocephalus,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"resident, may wander to lower levels in non-breeding season",1,resident,full resident,full resident
Phylloscopus_makirensis,7366,PASSERIFORMES,Phylloscopidae,Phylloscopus,makirensis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_amoenus,7367,PASSERIFORMES,Phylloscopidae,Phylloscopus,amoenus,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Phylloscopus_xanthoschistos,7368,PASSERIFORMES,Phylloscopidae,Phylloscopus,xanthoschistos,in HBW Seicercus_xanthoschistos and in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"basically resident, some post-breeding descent to lower elevations with some reaching plains S of breeding range",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Seicercus_affinis,7369,PASSERIFORMES,Phylloscopidae,Seicercus,affinis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,altitud migrant and resident,1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Seicercus_burkii,7370,PASSERIFORMES,Phylloscopidae,Seicercus,burkii,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Seicercus_tephrocephalus,7371,PASSERIFORMES,Phylloscopidae,Seicercus,tephrocephalus,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,"probably resident in some regions, but also widely separated breeding and non-breeding areas described, winter distribution imperfectly known, also elevational movement within breeding range",1,directional migratory,partial directional migrant,partial directional migrant
Seicercus_whistleri,7372,PASSERIFORMES,Phylloscopidae,Seicercus,whistleri,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"resident and altitud migrant, post-breeding descent to foothills outside breeding range",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Seicercus_valentini,7373,PASSERIFORMES,Phylloscopidae,Seicercus,valentini,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"migratory, but non-breeding distribution imperfectly known and close to some breeding records",1,directional migratory,full directional migrant,full directional migrant
Seicercus_omeiensis,7374,PASSERIFORMES,Phylloscopidae,Seicercus,omeiensis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"migratory, non-breeding distribution poorly known",1,directional migratory,full directional migrant,full directional migrant
Seicercus_soror,7375,PASSERIFORMES,Phylloscopidae,Seicercus,soror,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"migratory, non-breeding distribution imperfectly known",1,directional migratory,full directional migrant,full directional migrant
Seicercus_poliogenys,7376,PASSERIFORMES,Phylloscopidae,Seicercus,poliogenys,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"altitud migrant, descending to foothills and plains S of breeding areas",1,dispersive migratory,partial dispersive migrant,partial dispersive migrant
Seicercus_castaniceps,7377,PASSERIFORMES,Phylloscopidae,Seicercus,castaniceps,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,"basically resident, some post-breeding descent to low elevation, N popltn partly migrates S",1,directional migratory,partial directional migrant,partial directional migrant
Seicercus_montis,7378,PASSERIFORMES,Phylloscopidae,Seicercus,montis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"basically resident, some altitud seasonal movement",1,resident,full resident,full resident
Seicercus_grammiceps,7379,PASSERIFORMES,Phylloscopidae,Seicercus,grammiceps,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,"resident, probably some altitud movement outside breeding season",1,resident,full resident,full resident
Nesillas_typica,7380,PASSERIFORMES,Acrocephalidae,Nesillas,typica,in HBW in family Sylviidae and includes race longicaudata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,resident,full resident,full resident
Nesillas_lantzii,7381,PASSERIFORMES,Acrocephalidae,Nesillas,lantzii,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Nesillas_longicaudata,7382,PASSERIFORMES,Acrocephalidae,Nesillas,longicaudata,in HBW longicaudata is race of Nesillas_typica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on typica in HBW),1,resident,full resident,full resident
Nesillas_brevicaudata,7383,PASSERIFORMES,Acrocephalidae,Nesillas,brevicaudata,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Nesillas_mariae,7384,PASSERIFORMES,Acrocephalidae,Nesillas,mariae,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Nesillas_aldabrana,7385,PASSERIFORMES,Acrocephalidae,Nesillas,aldabrana,extinct (last seen in 1983); in HBW in family Sylviidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,was resident and endemic to Aldabra Islands,1,resident,full resident,extinct
Acrocephalus_griseldis,7386,PASSERIFORMES,Acrocephalidae,Acrocephalus,griseldis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Acrocephalus_brevipennis,7387,PASSERIFORMES,Acrocephalidae,Acrocephalus,brevipennis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Acrocephalus_rufescens,7388,PASSERIFORMES,Acrocephalidae,Acrocephalus,rufescens,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Acrocephalus_gracilirostris,7389,PASSERIFORMES,Acrocephalidae,Acrocephalus,gracilirostris,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Acrocephalus_newtoni,7390,PASSERIFORMES,Acrocephalidae,Acrocephalus,newtoni,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably sedentary,0,resident,full resident,full resident
Acrocephalus_sechellensis,7391,PASSERIFORMES,Acrocephalidae,Acrocephalus,sechellensis,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Acrocephalus_rodericanus,7392,PASSERIFORMES,Acrocephalidae,Acrocephalus,rodericanus,in HBW in family Sylviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,resident,full resident,full resident
Acrocephalus_arundinaceus,7393,PASSERIFORMES,Acrocephalidae,Acrocephalus,arundinaceus,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Acrocephalus_orientalis,7394,PASSERIFORMES,Acrocephalidae,Acrocephalus,orientalis,in HBW in family Sylviidae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,directional migratory,full directional migrant,full directional migrant
Acrocephalus_stentoreus,7395,PASSERIFORMES,Acrocephalidae,Acrocephalus,stentoreus,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"sedentary and migratory popltns, mostly migratory in N, others chiefly sedentary or with local dispersal outside breeding season",1,directional migratory,partial directional migrant,partial directional migrant
Acrocephalus_australis,7396,PASSERIFORMES,Acrocephalidae,Acrocephalus,australis,in HBW in family Sylviidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"partially migratory, but scant records, seasonal occurrences with S-N movement after breeding in S, in N some may move N while others are sedentary",1,directional migratory,partial directional migrant,partial directional migrant
Acrocephalus_familiaris,7397,PASSERIFORMES,Acrocephalidae,Acrocephalus,familiaris,includes extinct subspecies familiaris; in HBW in family Sylviidae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,resident,full resident,full resident
Acrocephalus_luscinius,7398,PASSERIFORMES,Acrocephalidae,Acrocephalus,luscinius,extinct (last recorded in 1969); in HBW includes extant hiwae and extinct yamashinae and astrolabii,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,was resident and endemic to Guam,1,resident,full resident,extinct
Acrocephalus_hiwae,7399,PASSERIFORMES,Acrocephalidae,Acrocephalus,hiwae,"in HBW included in Acrocephalus_luscinius, but it is a separate species in HBW online",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,resident (text on luscinius in HBW),1,resident,full resident,full resident
Acrocephalus_yamashinae,7400,PASSERIFORMES,Acrocephalidae,Acrocephalus,yamashinae,extinct (in 1970s); in HBW included in Acrocephalus_luscinius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"was resident and endemic to Pagan Isl, Northern Marianas",1,resident,full resident,extinct
Acrocephalus_astrolabii,7401,PASSERIFORMES,Acrocephalidae,Acrocephalus,astrolabii,extinct (only recorded in 1838 or 1839); only known from one specimen which is thought to have come from Yap Island; in HBW included in Acrocephalus_luscinius,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,1,unknown,unknown,extinct
