"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Vences et al. 2010","Madagascar","Nosy Boraha (Sainte Marie)","Amphibians","Anura","Mantellidae","Blommersia galani","Blommersia galani","Blommersia galani","","Both","SVL",20.458,22.9308,1.41521555319607,0.929498118434934,10,13,20.42,20.8,1.495641817,0,9,1,22.8167,24.3,0.87056234,0,12,1,49.8976,-16.9157,2.34635297445064,0.793161529245551,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.742845703125,0.0110061508178711,24.2787647247314,195.898681640625,3211,0.701534130859375,0.0154391784667969,23.7912616729736,211.123519897461,3036.9931640625,0.75808623046875,0.0147160293579102,22.2816314697266,230.880661010742,2325.18823242188,0.742845703125,-1.92059620546142,24.2787647247314,2.29203151328862,3.5066403055665,NA,20.458,22.9308,1.41521555319607,0.929498118434934
"Castellano and Giacoma 1998","Italy","Corsica","Amphibians","Anura","Bufonidae","Bufo viridis","Bufo viridis","Bufo viridis","","Male","SVL",64.809,75.02,5.618,4.3,118,18,64.80872881,NA,5.62,NA,118,NA,75.02,NA,4.3,NA,18,NA,9.12,42.1,3.93856975622106,1.90417978339357,"10^-3.791×SVL^2.914 (Bufonidae); Santini et al. 2017","","Island rule",0.56302255859375,0.0209608901977539,7.30105781555176,569.6396484375,927.929992675781,0.627191943359375,0.0109449867248535,12.0827579498291,607.164123535156,802.873596191406,0.5999439453125,0.0134107208251953,13.6546411514282,590.434631347656,807.852294921875,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,NA,64.809,75.02,5.618,4.3
"Castellano and Giacoma 1998","Italy","Pellestrina","Amphibians","Anura","Bufonidae","Bufo viridis","Bufo viridis","Bufo viridis","","Male","SVL",64.809,66.93,5.618,4.52,118,10,64.80872881,NA,5.62,NA,118,NA,66.93,NA,4.52,NA,10,NA,12.301,45.273,0.477121254719662,0.740441644949766,"10^-3.791×SVL^2.914 (Bufonidae); Santini et al. 2017","","Island rule",0.243538330078125,0.0220949691772461,13.8071269989014,710.200561523438,732,0.382423413085938,0.0169948303222656,13.3568029403687,753.55322265625,718.358154296875,0.449276513671875,0.0180777877807617,13.0176753997803,747.3427734375,875.000427246094,0.243538330078125,-1.63648261303038,13.8071269989014,2.85138101134272,2.86451108105839,NA,64.809,66.93,5.618,4.52
"Castellano and Giacoma 1998","Italy","Sardinia","Amphibians","Anura","Bufonidae","Bufo viridis","Bufo viridis","Bufo viridis","","Male","SVL",64.809,83.03,5.618,6.126,118,38,64.80872881,NA,5.62,NA,118,NA,83.03,NA,6.13,NA,38,NA,9.034,40.029,4.37717871299024,2.33041580275792,"10^-3.791×SVL^2.914 (Bufonidae); Santini et al. 2017","","Island rule",0.66112890625,0.0101218635559082,13.7211742401123,617.583984375,780.659973144531,0.601354736328125,0.012369100189209,13.6223840713501,622.664978027344,719.426818847656,0.58357021484375,0.0173644348144531,14.6707763671875,604.79638671875,627.792236328125,0.58357021484375,-1.73602243300022,14.6707763671875,2.7816091878622,2.79781594063974,NA,64.809,83.03,5.618,6.126
"Cordero-Rivera et al 2007","Spain (Galicia)","Ons ","Amphibians","Caudata","Salamandridae","Lissotriton boscai","Lissotriton boscai","Lissotriton boscai","","Both","SVL",38.9583333333333,37.9466666666667,3.2336748065715,3.06701322018217,24,108,37.778,44.86,1.881648214,1.42,20,4,36.23,40.35,1.984313483,2.683281573,63,45,-8.938,42.377,3.64914006414422,0.544192110765033,"10^-4.744×SVL^3.073 (Salamandridae); Santini et al. 2017","","Island rule",0.54052978515625,0.0371629638671875,14.6129693984985,310.126739501953,1405.51000976562,0.629724462890625,0.00998212585449219,13.9685983657837,376.99951171875,1613.96643066406,0.678029833984375,0.00856400604248047,13.0822315216064,403.249176025391,1594.02697753906,0.629724462890625,-1.95931358360986,13.9685983657837,2.57634078771776,3.20789449746847,NA,38.9583333333333,37.9466666666667,3.2336748065715,3.06701322018217
"Cordero-Rivera et al 2007","Spain (Galicia)","Sálvora ","Amphibians","Caudata","Salamandridae","Lissotriton boscai","Lissotriton boscai","Lissotriton boscai","","Both","SVL",38.9583333333333,37.0985714285714,3.2336748065715,3.31965072735198,24,7,37.778,44.86,1.881648214,1.42,20,4,35.69,40.62,1.878297101,4.157787873,5,2,-9.011,42.473,0.278753600952829,0.602168551378997,"10^-4.744×SVL^3.073 (Salamandridae); Santini et al. 2017","","Island rule",0.4625224609375,0.0381352355957031,14.7583332061768,301.627319335938,1272,0.4625224609375,0.0381352355957031,14.7583332061768,301.627319335938,1272,0.609198046875,0.0187617156982422,14.1511220932007,327.1298828125,1078.68005371094,0.4625224609375,-1.40743204736586,14.7583332061768,2.47947067439774,3.1044871113124,NA,38.9583333333333,37.0985714285714,3.2336748065715,3.31965072735198
"Cordero-Rivera et al 2007","Spain (Galicia)","Ons ","Amphibians","Caudata","Salamandridae","Salamandra salamandra","Salamandra salamandra","Salamandra salamandra","","Both","Weight",27.058857142,25.1101801801802,8.30862923576407,8.6264212509855,105,111,23.63111111,32.20047619,6.686861247,7.896669535,63,42,18.89,27.31,4.900499974,8.602615881,29,82,-8.938,42.377,3.64914006414422,0.544192110765033,"Weight","","Island rule",0.54052978515625,0.0371629638671875,14.6129693984985,310.126739501953,1405.51000976562,0.629724462890625,0.00998212585449219,13.9685983657837,376.99951171875,1613.96643066406,0.678029833984375,0.00856400604248047,13.0822315216064,403.249176025391,1594.02697753906,0.629724462890625,-1.95931358360986,13.9685983657837,2.57634078771776,3.20789449746847,NA,27.058857142,25.1101801801802,8.30862923576407,8.6264212509855
"Cordero-Rivera et al 2007","Spain (Galicia)","San Martiño","Amphibians","Caudata","Salamandridae","Salamandra salamandra","Salamandra salamandra","Salamandra salamandra","","Both","Weight",27.026519915283,11.447,8.30135844835328,3.12474857935266,106,20,23.63111111,32.20047619,6.686861247,7.896669535,64,42,10.07,13.13,2.05630737,3.48,11,9,-8.904,42.1969,0.176091259055681,0.778223626766096,"Weight","","Island rule",0.565661279296875,0.0156771224975586,14.2124996185303,331.878234863281,1534.16003417969,0.629724462890625,0.00998212585449219,13.9685983657837,376.99951171875,1613.96643066406,0.678029833984375,0.00856400604248047,13.0822315216064,403.249176025391,1594.02697753906,0.565661279296875,-1.77787888123048,14.2124996185303,2.52097877157485,3.18587066491676,NA,27.026519915283,11.447,8.30135844835328,3.12474857935266
"Glaw et al. 2019, Mori et al. 2015","Madagascar","Mayotte","Amphibians","Anura","Mantellidae","Boophis doulioti","Boophis doulioti","Boophis nauticus","","Male","SVL",42.45,42.5,6.538,4.7,8,8,42.45,NA,6.537728972,NA,8,NA,42.5,57.13333333,4.699544051,1.234233905,8,3,45.152,-12.801,2.57403126772772,2.47712270236552,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Glaw, F., Hawlitschek, O., Glaw, K. & Vences, M. Integrative evidence confirms new endemic island frogs and transmarine dispersal of amphibians between Madagascar and Mayotte (Comoros archipelago). Science of Nature 106, doi:10.1007/s00114-019-1618-9 (2019).","Island rule",0.721075146484375,0.0155424530029297,25.0633850097656,128.529418945312,1406.13000488281,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,NA,42.45,42.5,6.538,4.7
"Glaw et al. 2019, Tessa et al. 2017","Madagascar","Mayotte","Amphibians","Anura","Mantellidae","Boophis tephraeomystax","Boophis tephraeomystax","Boophis nauticus","","Both","SVL",41.05,46.49090909,5.87078724338933,7.90473965861688,8,11,35.68,42.84,4.61,5.35,2,6,42.5,57.13333333,4.699544051,1.234233905,8,3,45.152,-12.801,2.57403126772772,2.47712270236552,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Glaw, F., Hawlitschek, O., Glaw, K. & Vences, M. Integrative evidence confirms new endemic island frogs and transmarine dispersal of amphibians between Madagascar and Mayotte (Comoros archipelago). Science of Nature 106, doi:10.1007/s00114-019-1618-9 (2019).","Island rule",0.721075146484375,0.0155424530029297,25.0633850097656,128.529418945312,1406.13000488281,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,NA,41.05,46.49090909,5.87078724338933,7.90473965861688
"Glaw et al. 2019, Vences et al. 2010","Madagascar","Mayotte","Amphibians","Anura","Mantellidae","Blommersia wittei","Blommersia wittei","Blommersia transmarina","","Both","SVL",23.31,28.4833333316667,1.83435469399658,3.27020525830006,8,12,23.4,23.16,2.150581317,1.572577502,5,3,26.34285714,31.48,0.896022959,2.993659967,7,5,45.152,-12.801,2.57403126772772,2.47712270236552,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Glaw, F., Hawlitschek, O., Glaw, K. & Vences, M. Integrative evidence confirms new endemic island frogs and transmarine dispersal of amphibians between Madagascar and Mayotte (Comoros archipelago). Science of Nature 106, doi:10.1007/s00114-019-1618-9 (2019).","Island rule",0.721075146484375,0.0155424530029297,25.0633850097656,128.529418945312,1406.13000488281,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.57278720703125,0.0208500885009766,25.5496044158936,127.281364440918,1355.21667480469,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,NA,23.31,28.4833333316667,1.83435469399658,3.27020525830006
"Rog et al. 2013","Panama","Cebaco","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus","","Male","SVL",26.464,32.466,1.077,1.256,48,7,26.46428571,NA,1.077374739,NA,48,NA,32.4664723,NA,1.256103921,NA,7,NA,-81.139,7.558,1.90308998699194,0.81298016603948,"10^-4.324×SVL^3.189; Santini et al. 2017","","Island rule",0.747388232421875,0.0127842552185059,26.0541591644287,62.9892654418945,2903.10009765625,0.725237890625,0.0157752044677734,26.1970882415771,64.7477416992188,2811.88159179688,0.709733740234375,0.0265860809326172,26.0038585662842,64.4986724853516,2861.70288085938,0.747388232421875,-1.86061669442809,26.0541591644287,1.79926654379372,3.4628620103788,NA,26.464,32.466,1.077,1.256
"Rog et al. 2013","Panama","Isla del Rey","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus","","Male","SVL",26.464,29.974,1.077,1.267,48,3,26.46428571,NA,1.077374739,NA,48,NA,29.97376093,NA,1.266659392,NA,3,NA,-79.9088,8.387,2.36921585741014,1.5465550012143,"10^-4.324×SVL^3.189; Santini et al. 2017","","Island rule",NA,NA,NA,NA,NA,0.62267421875,0.0149531631469727,27.2203826904297,63.1119995117188,1949,0.625681494140625,0.0209119735717773,26.794864654541,57.2405052185059,2128.51391601562,0.625681494140625,-1.65931850456015,26.794864654541,1.75770345829251,3.32807649389725,NA,26.464,29.974,1.077,1.267
"Rog et al. 2013","Panama","Isla Grande","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus","","Male","SVL",26.464,33.391,1.077,1.81,48,10,26.46428571,NA,1.077374739,NA,48,NA,33.39139942,NA,1.809612997,NA,10,NA,-79.564,9.633,1.42488163663107,-0.258848401148215,"10^-4.324×SVL^3.189; Santini et al. 2017","","Island rule",0.62112607421875,0.0213336471557617,26.5128993988037,79.324836730957,2283.39990234375,0.692165380859375,0.0238601364135742,26.2895469665527,77.860221862793,2538.06811523438,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.62112607421875,-1.651040349464,26.5128993988037,1.89940918689388,3.35858197814465,NA,26.464,33.391,1.077,1.81
"Rog et al. 2013","Panama","Pedro Gonzalez","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus","","Male","SVL",26.464,33.529,1.077,0.944,48,7,26.46428571,NA,1.077374739,NA,48,NA,33.52915452,NA,0.943552803,NA,7,NA,-79.1029,9.398,1.77597433112937,1.71181566186188,"10^-4.324×SVL^3.189; Santini et al. 2017","","Island rule",0.765176171875,0.0290808288574219,25.4382381439209,64.1589279174805,2828.13989257812,0.72413720703125,0.0193783309936523,25.6999454498291,66.7858505249023,2590.90673828125,0.714885791015625,0.0180576110839844,26.0134716033936,68.1846542358398,2532.59155273438,0.765176171875,-1.52171020121719,25.4382381439209,1.80725709836507,3.45150088782363,NA,26.464,33.529,1.077,0.944
"Rog et al. 2013","Panama","Taboga","Amphibians","Anura","Leiuperidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus","","Male","SVL",26.464,32.683,1.077,1.517,48,10,26.46428571,NA,1.077374739,NA,48,NA,32.68294461,NA,1.516586981,NA,10,NA,-79.5616,8.792,1.08278537031645,0.973174052682972,"10^-4.324×SVL^3.189; Santini et al. 2017","","Island rule",0.68233056640625,0.0342189697265625,27.1535415649414,49.7558288574219,2142.5,0.6400943359375,0.0178532653808594,26.752025604248,57.4169311523438,2181.173828125,0.625681494140625,0.0209119735717773,26.794864654541,57.2405052185059,2128.51391601562,0.68233056640625,-1.45322335275867,27.1535415649414,1.69684396532959,3.33092083059524,NA,26.464,32.683,1.077,1.517
"Rog et al. 2013","Panama","Coiba","Amphibians","Anura","Leptodactylidae","Engystomops pustulosus","Engystomops pustulosus","Engystomops pustulosus","","Male","SVL",26.464,34.684,1.077,0.776,48,23,26.46428571,NA,1.077374739,NA,48,NA,34.68367347,NA,0.77550789,NA,23,NA,-81.777,7.486,2.70156798505593,1.35220181965942,"10^-4.324×SVL^3.189; Santini et al. 2017","","Island rule",0.75677451171875,0.0401213409423828,25.4241352081299,63.8000984191895,2659.55004882812,0.678510205078125,0.0397067138671875,25.5734539031982,64.8074722290039,2834.0556640625,0.709733740234375,0.0265860809326172,26.0038585662842,64.4986724853516,2861.70288085938,0.75677451171875,-1.38593273169804,25.4241352081299,1.80482134867223,3.42480816751817,NA,26.464,34.684,1.077,0.776
"Shaidani 2017","Maine (USA)","Appledore","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.4965,0.1,NA,210,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.614,42.988,-0.397940008672038,1.00004342727686,"Weight","","Island rule",NA,NA,9.15416622161865,747.883239746094,1215,0.537214501953125,0.0358864562988281,9.13674736022949,888.585754394531,1105.26281738281,0.4723720703125,0.0313174438476563,9.44410037994385,877.859985351562,1129.83728027344,0.4723720703125,-1.49056299711649,9.15416622161865,2.87383380068253,3.08457627793433,NA,0.780204762,0.4965,0.1,NA
"Shaidani 2017","Maine (USA)","Baker Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,1.068,0.1,NA,210,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.198,44.2416,-1.52287874528034,0.699056854547668,"Weight","","Island rule",0.480812353515625,0.0349399383544922,6.99342107772827,798.317687988281,1358.5,0.6108294921875,0.0453663360595703,6.96158313751221,844.698059082031,1333.30163574219,0.62384130859375,0.0388586547851563,6.70418310165405,931.632385253906,1224.1015625,0.480812353515625,-1.44442267214432,6.99342107772827,2.9021757518573,3.13305964275391,NA,0.780204762,1.068,0.1,NA
"Shaidani 2017","Maine (USA)","Bois Bubert Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.9393,0.1,NA,210,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.865,44.4367,0.778151250383644,0.000434077479318593,"Weight","","Island rule",0.5581486328125,0.0375574493408203,6.71992444992065,817.33984375,1304.31994628906,0.5984150390625,0.0380672210693359,6.75399875640869,790.800903320312,1310.42712402344,0.64941240234375,0.0409199096679688,6.37494230270386,911.973754882812,1237.80505371094,0.5581486328125,-1.41389170334405,6.71992444992065,2.912402670458,3.11538413577037,NA,0.780204762,0.9393,0.1,NA
"Shaidani 2017","Maine (USA)","Cross Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,1.1655,0.1,NA,210,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.2975,44.609,0.845098040014257,0.000434077479318593,"Weight","","Island rule",0.6727935546875,0.0400312591552734,6.25275993347168,867.239501953125,1225.69995117188,0.6661486328125,0.0400584411621094,6.30411100387573,899.155029296875,1210.21875,0.64941240234375,0.0409199096679688,6.37494230270386,911.973754882812,1237.80505371094,0.6727935546875,-1.38688515532662,6.25275993347168,2.93813905135477,3.08838416879674,NA,0.780204762,1.1655,0.1,NA
"Shaidani 2017","Maine (USA)","Crow island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,1.1233,0.1,NA,210,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.982,43.848,-1.30102999566398,0.699056854547668,"Weight","","Island rule",0.610496240234375,0.0392522766113281,7.70943880081177,916.598327636719,1150.46997070312,0.58240927734375,0.0585439636230469,7.71123552322388,878.312133789062,1152.87585449219,0.58367958984375,0.051577783203125,7.67955017089844,847.125732421875,1177.67260742188,0.610496240234375,-1.39520955152527,7.70943880081177,2.96217906052517,3.06087528730007,NA,0.780204762,1.1233,0.1,NA
"Shaidani 2017","Maine (USA)","Great Duck island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.9183,0.1,NA,210,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.2498,44.152,-0.0969100130080564,1.00004342727686,"Weight","","Island rule",0.56380498046875,0.0307628997802734,7.08821773529053,784.363342285156,1392.65002441406,0.6108294921875,0.0453663360595703,6.96158313751221,844.698059082031,1333.30163574219,0.62384130859375,0.0388586547851563,6.70418310165405,931.632385253906,1224.1015625,0.56380498046875,-1.49807985570705,7.08821773529053,2.89451728844387,3.14384199111013,NA,0.780204762,0.9183,0.1,NA
"Shaidani 2017","Maine (USA)","Long island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.676,0.1,NA,210,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.16,43.6878,0.778151250383644,0.699056854547668,"Weight","","Island rule",0.524057861328125,0.0397044616699219,7.8782262802124,835.32080078125,1146.93005371094,0.5694806640625,0.04305087890625,7.54236316680908,942.41943359375,1154.07421875,0.58695078125,0.0385708892822266,7.56808710098267,947.966735839844,1157.31176757812,0.524057861328125,-1.39035798457263,7.8782262802124,2.92185329614552,3.0595369329722,NA,0.780204762,0.676,0.1,NA
"Shaidani 2017","Maine (USA)","Matinicus island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,1.1138,0.1,NA,210,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.892,43.8636,0.511883360978874,1.3617467179759,"Weight","","Island rule",0.643802392578125,0.0378326049804688,7.77707099914551,902.917846679688,1150.53002929688,0.58240927734375,0.0585439636230469,7.71123552322388,878.312133789062,1152.87585449219,0.58367958984375,0.051577783203125,7.67955017089844,847.125732421875,1177.67260742188,0.643802392578125,-1.41080347500388,7.77707099914551,2.95564823718308,3.06089795841338,NA,0.780204762,1.1138,0.1,NA
"Shaidani 2017","Maine (USA)","Monhegan Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.8483,0.1,NA,210,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.312,43.7644,0.397940008672038,1.23047446736116,"Weight","","Island rule",0.606283349609375,0.0357566497802734,NA,NA,NA,0.58564287109375,0.040811865234375,7.6256856918335,794.10888671875,1219.82702636719,0.58367958984375,0.051577783203125,7.67955017089844,847.125732421875,1177.67260742188,0.606283349609375,-1.43466407966477,7.67955017089844,2.9279478741377,3.07102457351396,NA,0.780204762,0.8483,0.1,NA
"Shaidani 2017","Maine (USA)","Mount Desert Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.9268,0.1,NA,210,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.304,44.3875,1,0.602168551378997,"Weight","","Island rule",0.668637109375,0.0373518432617188,7.055091381073,891.52978515625,1332.2099609375,0.6108294921875,0.0453663360595703,6.96158313751221,844.698059082031,1333.30163574219,0.62384130859375,0.0388586547851563,6.70418310165405,931.632385253906,1224.1015625,0.668637109375,-1.41621375820377,7.055091381073,2.95013585711644,3.124572676554,NA,0.780204762,0.9268,0.1,NA
"Shaidani 2017","Maine (USA)","Petit Manan Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,1.9231,0.1,NA,210,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.8656,44.3674,-1.39794000867204,0.602168551378997,"Weight","","Island rule",0.53497294921875,0.0408760650634766,6.83229160308838,780.975952148438,1330,0.5984150390625,0.0380672210693359,6.75399875640869,790.800903320312,1310.42712402344,0.64941240234375,0.0409199096679688,6.37494230270386,911.973754882812,1237.80505371094,0.53497294921875,-1.37803413409698,6.83229160308838,2.89263766126523,3.12385164096709,NA,0.780204762,1.9231,0.1,NA
"Shaidani 2017","Maine (USA)","Placentia Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,0.9662,0.1,NA,210,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.3648,44.1917,0.301029995663981,0.602168551378997,"Weight","","Island rule",0.63416591796875,0.0352071929931641,6.93654441833496,809.550109863281,1331.4599609375,0.6108294921875,0.0453663360595703,6.96158313751221,844.698059082031,1333.30163574219,0.62384130859375,0.0388586547851563,6.70418310165405,931.632385253906,1224.1015625,0.63416591796875,-1.4412051430878,6.93654441833496,2.90824373605859,3.12432811106384,NA,0.780204762,0.9662,0.1,NA
"Shaidani 2017","Maine (USA)","Western Brothers Island","Amphibians","Caudata","Plethodontidae","Plethodon cinereus","Plethodon cinereus","Plethodon cinereus","","Both","Weight",0.780204762,1.464,0.1,NA,210,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.241,43.912,-1.30102999566398,0.699056854547668,"Weight","","Island rule",0.6383482421875,0.0335534301757813,7.43429565429688,837.765869140625,1186.34997558594,0.58564287109375,0.040811865234375,7.6256856918335,794.10888671875,1219.82702636719,0.58367958984375,0.051577783203125,7.67955017089844,847.125732421875,1177.67260742188,0.6383482421875,-1.46150883302297,7.43429565429688,2.92312266308437,3.07421282565938,NA,0.780204762,1.464,0.1,NA
"Wu et al 2006b","China (Zhejiang province)","Daishan","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,7.89295454545454,2.76216796749887,3.09433809969929,174,44,4.94,7,1.688756939,3.11897419,79,95,6.05,10.82,1.714730299,2.473863375,27,17,122.187,30.28,2,1.56821346159708,"Weight","","Island rule",0.354496875,0.00944504241943359,16.5334606170654,796.403076171875,1147.59997558594,0.3134388671875,0.01673828125,16.4920024871826,789.497741699219,1159.337890625,0.272695092773438,0.0231509796142578,16.4502201080322,785.22314453125,1105.64294433594,0.354496875,-1.98108979192221,16.5334606170654,2.90113292885649,3.05979053033477,NA,6.06471264367816,7.89295454545454,2.76216796749887,3.09433809969929
"Wu et al 2006b","China (Zhejiang province)","Fodu","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,6.38016129032258,2.76216796749887,2.52729006167356,174,62,4.94,7,1.688756939,3.11897419,79,95,4.57,8.44,0.689347518,2.261769219,33,29,122.018,29.736,0.845098040014257,0.845160077651946,"Weight","","Island rule",0.391640258789063,0.00814578247070312,16.556058883667,788.944885253906,1260.34997558594,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.391640258789063,-2.03877913237768,16.556058883667,2.89704666497602,3.1004911573089,NA,6.06471264367816,6.38016129032258,2.76216796749887,2.52729006167356
"Wu et al 2006b","China (Zhejiang province)","Liuheng","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,7.45603448275862,2.76216796749887,2.01721967740002,174,58,4.94,7,1.688756939,3.11897419,79,95,5.61,8.1,0.89078617,1.901657172,15,43,122.147,29.708,1.96731391828708,0.845160077651946,"Weight","","Island rule",0.35606962890625,0.0120149726867676,16.6010551452637,782.163635253906,1263.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.35606962890625,-1.88555673896455,16.6010551452637,2.89329762064745,3.10157524625593,NA,6.06471264367816,7.45603448275862,2.76216796749887,2.01721967740002
"Wu et al 2006b","China (Zhejiang province)","Mayi","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,10.068,2.76216796749887,2.4213371243645,174,50,4.94,7,1.688756939,3.11897419,79,95,6.46,10.86,0.9,1.856906029,9,41,122.258,29.871,0.845098040014257,0.845160077651946,"Weight","","Island rule",0.361122216796875,0.01168876953125,16.5482521057129,777.36572265625,1262.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.361122216796875,-1.89658049072625,16.5482521057129,2.89062538683623,3.1012313867907,NA,6.06471264367816,10.068,2.76216796749887,2.4213371243645
"Wu et al 2006b","China (Zhejiang province)","Taohua","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Rana limnocharis","Rana limnocharis","","Both","Weight",6.06471264367816,7.09673469387755,2.76216796749887,2.88262422935894,174,49,4.94,7,1.688756939,3.11897419,79,95,5.48,10.14,0.735391052,2.96863605,32,17,122.232,29.818,1.61278385671974,0.944532020991981,"Weight","","Island rule",0.361122216796875,0.01168876953125,16.5482521057129,777.36572265625,1262.5,0.303612573242187,0.0203075988769531,16.5787372589111,778.68505859375,1264.79736328125,0.29361328125,0.0197222213745117,16.6481304168701,775.973449707031,1258.2353515625,0.361122216796875,-1.89658049072625,16.5482521057129,2.89062538683623,3.1012313867907,NA,6.06471264367816,7.09673469387755,2.76216796749887,2.88262422935894
