sub-order,infraorder,Family,species,zonation,venomous,Longevity (years),log mass (g),log hatchling mass (g),Activity time,diet,mode of reproduction,clutch size,broods per year,Body temperature (oC),age at maturity (months),latitude,log NPP,character (mass equation),mass equation (from Meiri 2011 unless stated),longevity data from,longevity data: source,phylogeny,
Sauria,Scincimorpha,Scincidae,Ctenotus leonhardii,Terrestrial,no,7.0,1.00,-0.40,Diurnal,Omnivorous,Oviparous,3.4,NA,38.0,NA,25.3,10.8,SVL,Legged Scincidae,Nature,Read 1998,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus regius,Terrestrial,no,4.0,1.07,-0.40,Diurnal,Omnivorous,Oviparous,2.5,NA,36.4,NA,28.4,10.8,SVL,Legged Scincidae,Nature,Read 1998,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus schomburgkii,Terrestrial,no,5.0,1.07,-0.82,Diurnal,Carnivorous,Oviparous,2.5,NA,33.4,NA,27.1,10.9,SVL,Legged Scincidae,Nature,Read 1998,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus strauchii,Terrestrial,no,2.5,0.69,-0.67,Diurnal,Carnivorous,Oviparous,2.2,NA,NA,NA,26.3,10.9,SVL,Legged Scincidae,Nature,Read 1998,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ctenotus taeniolatus,Terrestrial,no,5.0,1.17,-0.36,Diurnal,Carnivorous,Oviparous,3.8,1.0,30.2,24.0,26.4,11.5,SVL,Legged Scincidae,unclear,Heatwole and Taylor 1987,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Cyclodomorphus casuarinae,Terrestrial,no,5.3,2.11,0.16,Cathemeral,Carnivorous,Viviparous,5.8,1.0,29.9,NA,41.9,11.4,SVL,Legged Scincidae,Captivity,Snider and Bowler 1992,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Cyclodomorphus michaeli,Terrestrial,no,11.0,2.11,0.14,Cathemeral,Carnivorous,Viviparous,7.7,1.0,NA,NA,32.3,11.6,SVL,Legged Scincidae,Captivity,Greer 2005,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Egernia cunninghami,Terrestrial,no,40.0,2.62,0.52,Diurnal,Herbivorous,Viviparous,4.4,1.0,31.6,60.0,33.6,11.7,SVL,Legged Scincidae,Captivity,Wilson 2012,Gardner et al. 2008,
Sauria,Scincimorpha,Scincidae,Egernia depressa,Arboreal_plus,no,3.9,1.55,0.52,Diurnal,Omnivorous,Viviparous,2.0,NA,34.0,NA,24.8,10.8,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Egernia hosmeri,Terrestrial,no,26.5,2.16,0.82,Diurnal,Herbivorous,Viviparous,2.0,1.5,NA,48.0,19.2,11.2,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Egernia kingii,Fossorial,no,13.0,2.62,0.83,Diurnal,Herbivorous,Viviparous,5.0,1.0,NA,36.0,32.3,11.4,SVL,Legged Scincidae,Nature,Greer 2005,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Egernia saxatilis,Arboreal_plus,no,8.0,1.75,0.60,Diurnal,Omnivorous,Viviparous,2.0,NA,NA,18.0,34.6,11.7,SVL,Legged Scincidae,Captivity,Greer 2005,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Egernia stokesii,Arboreal_plus,no,25.0,2.35,0.94,Diurnal,Herbivorous,Viviparous,4.4,0.9,32.7,66.0,27.6,10.9,SVL,Legged Scincidae,Captivity,Hauschild and Gassner 1995,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Egernia striolata,Arboreal_plus,no,15.0,1.58,0.37,Diurnal,Omnivorous,Viviparous,3.8,1.0,31.5,30.0,28.5,11.3,SVL,Legged Scincidae,Captivity,Brown 2012,Gardner et al. 2008,
Sauria,Scincimorpha,Scincidae,Emoia atrocostata,aquatic,no,3.5,1.33,-0.38,Diurnal,Carnivorous,Oviparous,2.0,2.0,NA,9.0,6.2,11.4,SVL,Legged Scincidae,Nature,Alcala and Brown 1967,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eremiascincus pardalis,Fossorial,no,4.0,0.93,NA,Nocturnal,Carnivorous,Oviparous,4.5,NA,NA,NA,14.4,11.6,SVL,Legged Scincidae,Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eremiascincus richardsonii,Fossorial,no,10.0,1.67,-0.24,Nocturnal,Carnivorous,Oviparous,4.8,2.5,26.2,24.0,25.6,11.0,SVL,Legged Scincidae,Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eulamprus leuraensis,aquatic,no,6.0,1.11,-0.36,Diurnal,Carnivorous,Viviparous,2.7,1.0,NA,30.0,33.4,11.8,SVL,Legged Scincidae,Nature,Dubey et al. 2013,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eulamprus tympanum,Arboreal_plus,no,15.0,1.33,-0.12,Diurnal,Carnivorous,Viviparous,3.3,0.8,28.8,36.0,36.8,11.7,SVL,Legged Scincidae,Nature,Dubey et al. 2013,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eumeces algeriensis,Terrestrial,no,28.8,2.37,0.66,Diurnal,Carnivorous,Oviparous,11.0,NA,NA,NA,32.8,10.9,SVL,Legged Scincidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eumeces schneideri,Terrestrial,no,22.0,2.20,0.53,Diurnal,Omnivorous,Oviparous,11.0,1.0,32.6,36.0,33.5,10.8,SVL,Legged Scincidae,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eutropis longicaudata,Terrestrial,no,3.1,1.80,0.21,Diurnal,Carnivorous,Oviparous,6.7,1.5,NA,NA,23.6,11.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Eutropis multifasciata,Terrestrial,no,5.0,1.80,-0.02,Diurnal,Carnivorous,Viviparous,4.9,2.5,32.3,11.5,16.3,11.5,SVL,Legged Scincidae,Nature,Alcala 1966,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Hemiergis decresiensis,Fossorial,no,2.4,0.48,NA,Diurnal,Carnivorous,Viviparous,4.5,1.0,22.6,NA,33.1,11.4,SVL,leg-reduced lizards,Captivity,Carey and Judge 2000,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Hemisphaeriodon gerrardii,Arboreal_plus,no,12.9,2.65,0.29,Cathemeral,Carnivorous,Viviparous,21.7,1.0,NA,22.0,25.9,11.6,SVL,Legged Scincidae,Captivity,De Magalhaes and Costa 2009,Gardner et al. 2008,
Sauria,Scincimorpha,Scincidae,Lamprolepis smaragdina,Arboreal,no,5.0,1.54,-0.10,Diurnal,Omnivorous,Oviparous,2.1,1.0,30.3,11.0,4.5,11.4,SVL,Legged Scincidae,Nature,Alcala 1966,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Lampropholis delicata,Terrestrial,no,2,0.49,-1.11,Diurnal,Carnivorous,Oviparous,3.35,2,26.1,12.0,29.4,11.6,SVL,Legged Scincidae,Nature,Hutchinson et al. 2001,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Lampropholis guichenoti,Terrestrial,no,5.0,0.42,-1.00,Diurnal,Carnivorous,Oviparous,2.8,1.5,30.3,16.0,34.1,11.6,SVL,Legged Scincidae,unclear,Heatwole and Taylor 1987,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Leiolopisma telfairii,Terrestrial,no,12.2,2.09,0.15,Cathemeral,Omnivorous,Oviparous,11.5,1.0,NA,NA,20.3,11.3,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Lepidothyris fernandi,Terrestrial,no,5.0,2.16,-0.36,Cathemeral,Carnivorous,Oviparous,10.0,NA,NA,NA,5.1,11.8,SVL,Legged Scincidae,Captivity,Hauschild and Gassner 1995,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Lerista bipes,Fossorial,no,8.3,0.31,-0.71,Nocturnal,Carnivorous,Oviparous,2.15,NA,31.2,NA,22.3,10.9,SVL,leg-reduced lizards,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Liopholis inornata,Fossorial,no,10.0,1.11,-0.20,Cathemeral,Omnivorous,Viviparous,2.5,2,30.1,24.0,27.7,10.9,SVL,Legged Scincidae,unclear,Mallee Catchment Management Authority (Malee lizards field guide),Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Liopholis modesta,Terrestrial,no,5.0,1.49,0.12,Diurnal,Omnivorous,Viviparous,2.7,1.0,27.7,24.0,29.1,11.6,SVL,Legged Scincidae,Nature,Greer 2005,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Liopholis multiscutata,Fossorial,no,10.0,1.28,-0.18,Diurnal,Carnivorous,Viviparous,2.0,NA,33.5,42.0,32.7,11.2,SVL,Legged Scincidae,unclear,Mallee Catchment Management Authority (Malee lizards field guide),Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Liopholis whitii,Terrestrial,no,13.0,1.50,0.05,Diurnal,Carnivorous,Viviparous,2.9,1.0,33.0,36.0,33.7,11.5,SVL,Legged Scincidae,Captivity,Brown 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Lioscincus nigrofasciolatum,Arboreal_plus,no,10.0,1.49,-0.36,Diurnal,Carnivorous,Oviparous,7.5,NA,NA,NA,21.1,11.4,SVL,Legged Scincidae,Captivity,Hauschild and Gassner 1995,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Lissolepis coventryi,Fossorial,no,9.0,1.90,-0.08,Cathemeral,Omnivorous,Viviparous,2.8,0.8,NA,30.0,37.4,11.6,SVL,Legged Scincidae,unclear,Chapple 2003,Gardner et al. 2008,
Sauria,Scincimorpha,Scincidae,Lissolepis luctuosa,aquatic,no,18.2,1.70,0.59,Cathemeral,Carnivorous,Viviparous,NA,NA,NA,NA,33.7,11.6,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Mochlus sundevalli,Fossorial,no,2.5,1.80,-0.67,Diurnal,Carnivorous,Oviparous,4.2,NA,32.7,NA,11.6,11.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Niveoscincus ocellatus,Terrestrial,no,12.0,1.11,-0.39,Diurnal,Carnivorous,Viviparous,3.2,1.0,NA,36.0,41.9,11.6,SVL,Legged Scincidae,Nature,Wapstra et al. 2001,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma aeneum,Terrestrial,no,8.0,0.76,NA,Diurnal,Carnivorous,Viviparous,2.2,1.0,NA,NA,37.9,11.4,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma alani,Terrestrial,no,20.0,1.82,NA,Nocturnal,Omnivorous,Viviparous,3.0,1.0,NA,60.0,35.6,10.7,SVL,Legged Scincidae,Nature,Towns 1994,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma chloronoton,Terrestrial,no,8.0,1.65,NA,Diurnal,Omnivorous,Viviparous,2.5,NA,NA,36.0,46.0,11.3,SVL,Legged Scincidae,Nature,Mules 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma grande,Terrestrial,no,30.0,1.57,0.12,Diurnal,Omnivorous,Viviparous,2.1,0.9,23.6,48.0,45.3,11.5,SVL,Legged Scincidae,Captivity,"NZ Lizard database, http://nzlizards.landcareresearch.co.nz",Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma homalonotum,Arboreal_plus,no,20.0,1.86,NA,Diurnal,Carnivorous,Viviparous,8.0,1.0,NA,48.0,36.2,10.7,SVL,Legged Scincidae,Captivity,"NZ Lizard database, http://nzlizards.landcareresearch.co.nz",Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma inconspicuum,Arboreal_plus,no,10.0,0.93,-0.67,Diurnal,Omnivorous,Viviparous,3.0,1.0,NA,NA,45.3,11.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma lichenigera,Terrestrial,no,7.0,1.02,-0.36,Cathemeral,Carnivorous,Oviparous,2.5,NA,25.9,42.0,31.6,10.7,SVL,Legged Scincidae,Captivity,Greer 1989,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma lineoocellatum,Terrestrial,no,8.0,1.48,0.25,Diurnal,Carnivorous,Viviparous,4.0,NA,NA,36.0,42.2,11.2,SVL,Legged Scincidae,Nature,Hoare et al. 2005,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma macgregori,Terrestrial,no,20.0,1.52,0.39,Nocturnal,Carnivorous,Viviparous,2.0,NA,NA,NA,37.0,11.3,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma moco,Arboreal_plus,no,3.0,0.91,NA,Diurnal,Carnivorous,Viviparous,NA,NA,NA,NA,36.4,10.9,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma ornatum,Terrestrial,no,13.0,1.07,NA,Cathemeral,Carnivorous,Viviparous,5.0,1.0,NA,19.5,36.9,11.3,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma otagense,Terrestrial,no,44.0,1.73,0.15,Diurnal,Omnivorous,Viviparous,2.2,0.9,25.9,60.0,45.3,11.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma polychroma,Terrestrial,no,6.0,1.00,-0.31,Diurnal,Omnivorous,Viviparous,4.8,1.0,NA,NA,42.7,11.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Liggins et al. 2008,
Sauria,Scincimorpha,Scincidae,Oligosoma suteri,Terrestrial,no,12.0,1.66,-0.10,Nocturnal,Carnivorous,Oviparous,3.7,1.0,15.0,36.0,35.6,10.9,SVL,Legged Scincidae,Nature,Towns and Ferreira 2001,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Oligosoma whitakeri,Terrestrial,no,20.0,1.35,0.30,Nocturnal,Herbivorous,Viviparous,2.0,0.5,NA,48.0,38.9,11.8,SVL,Legged Scincidae,Nature,Towns 1994,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ophiomorus latastii,Fossorial,no,3.5,0.44,NA,Cathemeral,Carnivorous,Viviparous,NA,NA,20.9,NA,32.3,10.9,SVL,Limbless lizards,Captivity,TAUM,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Ophiomorus tridactylus,Fossorial,no,5.8,0.79,NA,Cathemeral,Carnivorous,Viviparous,4.0,NA,NA,NA,28.5,10.5,SVL,leg-reduced lizards,Captivity,Snider and Bowler 1992,Greer and Wilson 2001,
Sauria,Scincimorpha,Scincidae,Panaspis nimbaensis,Terrestrial,no,2.0,0.79,-1.07,Diurnal,Carnivorous,Oviparous,2.5,5.0,NA,6.0,8.2,11.8,SVL,Legged Scincidae,Captivity,Barbault 1974,Genus placement in Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Papuascincus stanleyanus,Terrestrial,no,6.0,0.62,-0.67,Diurnal,Carnivorous,Oviparous,2.0,5.0,29.0,11.0,5.8,11.7,SVL,Legged Scincidae,Nature,Allison 1982,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon chinensis,Terrestrial,no,6.9,1.74,-0.45,Diurnal,Carnivorous,Oviparous,10.0,NA,NA,NA,27.5,11.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon fasciatus,Terrestrial,no,4.9,1.12,-0.64,Diurnal,Carnivorous,Oviparous,7.7,1.0,32.3,21.0,36.6,11.6,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon inexpectatus,Arboreal_plus,no,2.3,1.17,-0.79,Diurnal,Carnivorous,Oviparous,7.5,1.0,33.2,21.0,33.1,11.6,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon laticeps,Arboreal_plus,no,7.7,1.83,-0.39,Diurnal,Carnivorous,Oviparous,13.7,1.0,31.5,21.0,34.7,11.6,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon obsoletus,Fossorial,no,7.3,1.83,-0.04,Diurnal,Carnivorous,Oviparous,12.7,0.8,33.0,34.0,33.0,11.2,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon reynoldsi,Fossorial,no,10.0,0.73,-0.56,Diurnal,Carnivorous,Oviparous,2.0,0.8,NA,17.5,28.4,11.7,SVL,Legged Scincidae,Nature,Meneken et al. 2005,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon septentrionalis,Fossorial,no,7,1.19,-0.68,Diurnal,Carnivorous,Oviparous,10.7,1,29.2,36.0,39.2,11.5,SVL,Legged Scincidae,Nature,http://www.naturenorth.com/Skink/COSEWIC_Status_Report_Prairie_Skink.pdf,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon skiltonianus,Terrestrial,no,8.0,1.12,-0.56,Diurnal,Carnivorous,Oviparous,4.9,1.0,27.6,30.0,42.0,11.2,SVL,Legged Scincidae,Nature,Stebbins and McGinnis 2012,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Plestiodon tetragrammus,Terrestrial,no,3.8,0.95,-0.73,Diurnal,Carnivorous,Oviparous,8.5,0.8,28.0,NA,28.7,11.3,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Pseudemoia entrecasteauxii,Terrestrial,no,5,0.73,-0.70,Diurnal,Carnivorous,Oviparous,4.05,1,31.9,42.0,36.8,11.6,SVL,Legged Scincidae,unclear,Wikipedia,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Scelotes limpopoensis,Fossorial,no,2.3,0.56,NA,Diurnal,Carnivorous,Viviparous,2.0,NA,NA,NA,22.3,11.4,SVL,leg-reduced lizards,Captivity,Slavens and Slavens 1999,Genus in Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Scincella lateralis,Terrestrial,no,4.0,0.59,-1.00,Diurnal,Carnivorous,Oviparous,3.1,3.5,28.9,10.5,33.9,11.6,SVL,Legged Scincidae,Nature,Beane et al. 2010,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Scincopus fasciatus,Fossorial,no,5.3,2.39,NA,Nocturnal,Carnivorous,Oviparous,NA,NA,NA,NA,21.7,10.5,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Scincus scincus,Fossorial,no,10.0,1.87,-0.04,Cathemeral,Omnivorous,Oviparous,4.0,1.0,NA,NA,24.3,10.4,SVL,Legged Scincidae,Captivity,Schleich et al. 1996,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Sphenomorphus indicus,Terrestrial,no,6.0,1.40,-0.53,Diurnal,Carnivorous,Viviparous,7.3,1.0,NA,NA,28.4,11.4,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Tiliqua gigas,Terrestrial,no,17.3,3.06,1.40,Diurnal,Omnivorous,Viviparous,8.5,NA,NA,21.0,5.6,11.7,SVL,Legged Scincidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Tiliqua nigrolutea,Terrestrial,no,18.0,3.16,1.40,Diurnal,Omnivorous,Viviparous,7.0,0.4,34.8,21.0,37.2,11.6,SVL,Legged Scincidae,Captivity,Hauschild and Gassner 1995,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Tiliqua occipitalis,Terrestrial,no,7.4,2.96,1.37,Diurnal,Omnivorous,Viviparous,5.0,0.8,33.2,NA,30.3,11.0,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Tiliqua rugosa,Terrestrial,no,20.8,3.09,1.79,Diurnal,Herbivorous,Viviparous,2.1,1.0,33.6,33.0,30.6,11.2,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Tiliqua scincoides,Terrestrial,no,26.6,3.21,1.17,Diurnal,Omnivorous,Viviparous,11.0,0.8,33.2,36.0,24.5,11.4,SVL,Legged Scincidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis binotata,Arboreal,no,8.1,1.68,NA,Diurnal,Carnivorous,Viviparous,NA,NA,NA,NA,18.0,11.2,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Sindaco et al. 2012,
Sauria,Scincimorpha,Scincidae,Trachylepis brevicollis,Terrestrial,no,2.4,2.16,-0.10,Cathemeral,Carnivorous,Viviparous,2.5,NA,34.1,NA,7.1,11.2,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis buettneri,Arboreal,no,1.5,1.19,-0.79,Diurnal,Carnivorous,Oviparous,8.7,1.5,NA,6.3,9.2,11.4,SVL,Legged Scincidae,Captivity,Barbault 1976,polytomy at base of genus,
Sauria,Scincimorpha,Scincidae,Trachylepis capensis,Terrestrial,no,3.5,1.75,NA,Diurnal,Carnivorous,Viviparous,11.6,1.0,32.5,NA,28.5,11.4,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis hoeschi,Terrestrial,no,5.3,1.33,NA,Diurnal,Carnivorous,Viviparous,NA,NA,NA,NA,20.0,10.9,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis maculilabris,Arboreal_plus,no,2.5,1.30,-0.67,Diurnal,Carnivorous,Oviparous,7.0,5.0,36.5,5.8,5.0,11.7,SVL,Legged Scincidae,Captivity,Barbault 1976,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis occidentalis,Terrestrial,no,6.9,1.53,NA,Diurnal,Carnivorous,Oviparous,6.7,NA,36.1,NA,29.8,10.9,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis quinquetaeniata,Terrestrial,no,4.8,1.91,-0.27,Diurnal,Omnivorous,Oviparous,4.8,2.0,35.3,15.0,13.2,11.1,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis sechellensis,Arboreal_plus,no,3.2,1.43,-0.16,Diurnal,Omnivorous,Oviparous,4.0,NA,34.7,NA,4.7,10.9,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis sparsa,Arboreal,no,3.7,1.44,-0.45,Diurnal,Carnivorous,Viviparous,5.2,1.0,34.3,NA,27.5,10.9,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,polytomy at base of genus,
Sauria,Scincimorpha,Scincidae,Trachylepis spilogaster,Arboreal_plus,no,2.2,1.23,-0.58,Diurnal,Carnivorous,Viviparous,5.0,0.8,34.2,NA,27.5,11.0,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis sulcata,Terrestrial,no,2.8,1.11,NA,Diurnal,Carnivorous,Viviparous,3.8,2.0,NA,NA,31.0,11.0,SVL,Legged Scincidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Trachylepis varia,Arboreal_plus,no,1.9,1.55,-0.82,Diurnal,Carnivorous,Viviparous,7.6,1.0,28.1,8.0,9.9,11.6,SVL,Legged Scincidae,Nature,Jacobsen 1982,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Scincidae,Tropidophorus laotus,aquatic,no,6.0,1.19,-0.40,Cathemeral,Carnivorous,Viviparous,4.6,NA,NA,NA,18.4,11.8,SVL,Legged Scincidae,Captivity,Harbig 2000,Genus in Pyron and Burbrink 2014,
Sauria,Scincimorpha,Xantusiidae,Lepidophyma flavimaculatum,Terrestrial,no,11.0,1.86,-0.21,Cathemeral,Carnivorous,Viviparous,5.0,0.8,NA,NA,14.5,11.7,SVL,Xantusiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Xantusiidae,Lepidophyma smithii,Terrestrial,no,5.0,1.45,-0.39,Cathemeral,Herbivorous,Viviparous,8.0,NA,26.0,NA,15.5,11.7,SVL,Xantusiidae,Captivity,Mautz and Lopez-Forment 1978,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Xantusiidae,Lepidophyma tuxtlae,Arboreal_plus,no,4.4,1.26,NA,Nocturnal,Omnivorous,Viviparous,4.9,1.0,NA,NA,17.5,11.7,SVL,Xantusiidae,Captivity,Slavens and Slavens 1999,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Xantusiidae,Xantusia henshawi,Terrestrial,no,14.3,0.85,-0.32,Cathemeral,Carnivorous,Viviparous,1.6,0.8,23.0,42,32.6,11.0,SVL,Xantusiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Xantusiidae,Xantusia riversiana,Terrestrial,no,32.9,1.51,-0.29,Diurnal,Omnivorous,Viviparous,4.4,0.8,23.5,42.0,33.0,10.7,SVL,Xantusiidae,Nature,Fellers et al. 1998,Pyron and Burbrink 2014,
Sauria,Scincimorpha,Xantusiidae,Xantusia vigilis,Terrestrial,no,10.9,0.83,-0.70,Cathemeral,Carnivorous,Viviparous,1.8,1.0,29.1,34.5,33.9,10.9,SVL,Xantusiidae,Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
Serpentes,Alethinophidia,Acrochordidae,Acrochordus arafurae,aquatic,no,8.8,3.36,1.35,Nocturnal,Carnivorous,Viviparous,17.0,NA,NA,NA,14.1,11.5,TL,general snake equation (Feldman & Meiri 2013),Captivity,De Magalhaes and Costa 2009,Pyron and Burbrink 2014,
